Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-02,AK,AKA,Alaska,731545,196975,123443,26926,16874,97076,13270,26207,3582,13.3,3.6,,,
2021-02-02,AL,ALA,Alabama,4903185,680550,371882,13880,7584,312711,6378,58825,1200,6.4,1.2,,,
2021-02-02,AR,ARA,Arkansas,3017804,467800,314470,15501,10420,251841,8345,59903,1985,8.3,2,,,
2021-02-02,AS,ASA,American Samoa,55689,18450,10761,33130,19323,9713,17442,1046,1878,17.4,1.9,,,
2021-02-02,AZ,AZA,Arizona,7278717,1082050,631662,14866,8678,534476,7343,96660,1328,7.3,1.3,,,
2021-02-02,BP2,BP2,Bureau of Prisons,0,35950,32349,0,0,23200,0,9079,0,0,0,,,
2021-02-02,CA,CAA,California,39512223,5670500,3543817,14351,8969,2940488,7442,592045,1498,7.4,1.5,,,
2021-02-02,CO,COA,Colorado,5758736,871875,601347,15140,10442,464938,8074,132752,2305,8.1,2.3,,,
2021-02-02,CT,CTA,Connecticut,3565287,574650,456090,16118,12793,361495,10139,86602,2429,10.1,2.4,,,
2021-02-02,DC,DCA,District of Columbia,705749,147125,83553,20847,11839,64241,9103,19218,2723,9.1,2.7,,,
2021-02-02,DD2,DD2,Dept of Defense,0,807025,490377,0,0,412800,0,68278,0,0,0,,,
2021-02-02,DE,DEA,Delaware,973764,143775,103770,14765,10657,85143,8744,18040,1853,8.7,1.9,,,
2021-02-02,FL,FLA,Florida,21477737,3657775,2048143,17031,9536,1712327,7973,329176,1533,8,1.5,,,
2021-02-02,FM,FMA,Federated States of Micronesia,103643,19400,5726,18718,5525,5683,5483,16,15,5.5,0,,,
2021-02-02,GA,GAA,Georgia,10617423,1557175,940066,14666,8854,790354,7444,129885,1223,7.4,1.2,,,
2021-02-02,GU,GUA,Guam,165768,43500,24810,26241,14967,19700,11884,4936,2978,11.9,3,,,
2021-02-02,HI,HIA,Hawaii,1415872,246550,137914,17413,9741,110757,7823,27156,1918,7.8,1.9,,,
2021-02-02,IA,IAA,Iowa,3155070,415325,259522,13164,8226,195234,6188,61085,1936,6.2,1.9,,,
2021-02-02,ID,IDA,Idaho,1787065,216975,126648,12141,7087,102959,5761,22725,1272,5.8,1.3,,,
2021-02-02,IH2,IH2,Indian Health Svc,0,440900,214183,0,0,168022,0,42503,0,0,0,,,
2021-02-02,IL,ILA,Illinois,12671821,1859850,1073076,14677,8468,831556,6562,223026,1760,6.6,1.8,,,
2021-02-02,IN,INA,Indiana,6732219,1091375,612289,16211,9095,499215,7415,112864,1676,7.4,1.7,,,
2021-02-02,KS,KSA,Kansas,2913314,413350,231201,14188,7936,185065,6352,44420,1525,6.4,1.5,,,
2021-02-02,KY,KYA,Kentucky,4467673,684700,419562,15326,9391,350622,7848,66852,1496,7.8,1.5,,,
2021-02-02,LA,LAA,Louisiana,4648794,736850,476014,15850,10240,378574,8143,96606,2078,8.1,2.1,,,
2021-02-02,MA,MAA,Massachusetts,6892503,1039775,625477,15086,9075,497445,7217,126560,1836,7.2,1.8,,,
2021-02-02,MD,MDA,Maryland,6045680,899675,537037,14881,8883,448177,7413,88359,1462,7.4,1.5,,,
2021-02-02,ME,MEA,Maine,1344212,221875,145786,16506,10845,109917,8177,34299,2552,8.2,2.6,,,
2021-02-02,MH,MHA,Marshall Islands,58413,13600,4258,23282,7289,3844,6581,376,644,6.6,0.6,,,
2021-02-02,MI,MIA,Michigan,9986857,1608250,1015483,16104,10168,801811,8029,200265,2005,8,2,,,
2021-02-02,MN,MNA,Minnesota,5639632,824450,552701,14619,9800,431172,7645,119631,2121,7.6,2.1,,,
2021-02-02,MO,MOA,Missouri,6137428,824100,466406,13427,7599,358762,5845,104063,1696,5.8,1.7,,,
2021-02-02,MP,MPA,Northern Mariana Islands,56882,29650,10407,52125,18296,7062,12415,3341,5874,12.4,5.9,,,
2021-02-02,MS,MSA,Mississippi,2976149,438100,240125,14720,8068,214460,7206,25408,854,7.2,0.9,,,
2021-02-02,MT,MTA,Montana,1068778,141650,107324,13253,10042,81420,7618,25824,2416,7.6,2.4,,,
2021-02-02,NC,NCA,North Carolina,10488084,1490350,976153,14210,9307,819119,7810,155973,1487,7.8,1.5,,,
2021-02-02,ND,NDA,North Dakota,762062,122050,99990,16016,13121,71735,9413,26493,3476,9.4,3.5,,,
2021-02-02,NE,NEA,Nebraska,1934408,297375,182412,15373,9430,134877,6973,46523,2405,7,2.4,,,
2021-02-02,NH,NHA,New Hampshire,1359711,226850,135799,16684,9987,103364,7602,32381,2381,7.6,2.4,,,
2021-02-02,NJ,NJA,New Jersey,8882190,1235350,836584,13908,9419,697318,7851,137096,1543,7.9,1.5,,,
2021-02-02,NM,NMA,New Mexico,2096829,351050,277617,16742,13240,213941,10203,60740,2897,10.2,2.9,,,
2021-02-02,NV,NVA,Nevada,3080156,417175,253174,13544,8220,214342,6959,37568,1220,7,1.2,,,
