Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-08-28,US,USA,United States,331996199,Report,439428235,367911870,132359,110818,144863997,208396423,14301768,349682,203992008,61.4,47.9,190759849,73.9,344688350,133466,170150,50255401,91.9,94775289,173275,803393,159044813,149263863,57.8,178267520,239656965,21484400,19350,65316742,93568575,14118548,97427,64853278,84111676,14005166,95743,21141490,21254777,2201318,42422,173101292,52.1,163065864,63.1,44640007,81.6,94775289,283545812,367555047,129628,154976,203764031,71.9,158917404,56,172969771,61,65312939,93443796,14115665,97371,367555047,31,819598,,,,
2021-08-28,AK,AKA,Alaska,731545,Report,929945,726501,127121,99311,296676,399079,30543,203,394238,53.9,43.2,366167,66.4,677009,122744,168602,77210,84.3,146359,159802,1015360,315880,294568,53.4,385560,485085,59300,0,136056,179609,28608,52,135681,158678,28480,48,40489,28986,2863,24,344325,47.1,322887,58.5,72362,79,139789,608877,724417,118976,152731,392951,64.5,315086,51.7,343529,56.4,136052,178819,28606,52,679488,,,,,,
2021-08-28,AL,ALA,Alabama,4903185,Report,6085890,4072870,124121,83066,1827792,2112424,132650,4,2415007,49.3,35,2299455,60.3,3891324,102004,159530,717149,84.4,1288122,151573,716124,1715386,1648616,43.2,2735860,3068730,281300,0,796977,917519,135218,317,796624,851104,135141,316,324292,255308,33834,196,1850031,37.7,1783185,46.7,613630,72.2,1242446,4186880,4072489,97268,145356,2414633,57.7,1715348,41,1849985,44.2,796965,917493,135210,317,3931243,,,,,,
2021-08-28,AR,ARA,Arkansas,3017804,Report,3717270,2770908,123178,91819,1225251,1450444,93450,1763,1595968,52.9,38,1490956,64.3,2598776,112130,160390,438524,83.7,802255,153137,709562,1147279,1080809,46.6,1645580,1892790,178900,0,536011,610390,91690,466,534999,544967,91193,450,209756,144554,13751,272,1238557,41,1171609,50.6,368333,70.3,765886,2557248,2765742,108153,145362,1592216,62.3,1145923,44.8,1237085,48.4,536004,609042,91574,465,2682388,,,,,,
2021-08-28,AS,ASA,American Samoa,55689,Report,58530,55576,105102,99797,13681,41349,545,1,30600,54.9,44.9,26280,60.6,48252,111244,134939,2783,29.5,5221,55331,620284,25022,22047,50.8,15600,42330,600,0,6182,18839,553,0,6168,15878,552,0,1045,1464,25,0,25574,45.9,22598,52.1,2534,26.9,5221,47557,55563,116835,123073,30591,64.3,25018,52.6,25570,53.8,6181,18836,553,0,55563,,,,,,
2021-08-28,AZ,AZA,Arizona,7278717,Report,9316470,7526215,127996,103400,3124390,4120401,270688,10736,4103699,56.4,44,3837084,68.1,7048819,125013,165230,1144671,87.5,2194531,167696,711924,3203539,3003442,53.3,3843160,5042310,431000,0,1373726,1825084,262482,3347,1373237,1625515,262099,3311,489043,455416,44084,1791,3464639,47.6,3264162,57.9,990334,75.7,2060397,6206060,7525270,121257,150119,4102855,66.1,3203420,51.6,3464288,55.8,1373705,1824988,262249,3346,7044800,,,,,,
2021-08-28,BP2,BP2,Bureau of Prisons,0,Report,225650,216215,0,0,87549,118124,10542,0,116823,0,0,116822,0,216214,0,0,3480,0,6749,0,0,99109,99109,0,94540,120510,10600,0,41922,57154,10516,0,41922,57154,10516,0,1650,1604,150,0,109592,0,109592,0,3404,0,6749,0,216214,0,0,116822,0,99109,0,109592,0,41922,57154,10516,0,216214,,,,,,
2021-08-28,CA,CAA,California,39512223,Report,54790845,47739261,138668,120822,18646505,27313434,1766878,12444,27088268,68.6,51.1,25115960,82,44252256,144532,178952,5694714,97.5,10280299,176089,938502,20205769,18696585,61.1,21850940,30324105,2615800,0,8197671,11993040,1755760,3789,8172627,10509213,1748406,3544,2335473,2083301,177097,1227,21950260,55.6,20433790,66.7,4597098,78.7,10013569,33646265,47610663,141504,162844,27008528,80.3,20157500,59.9,21901661,65.1,8197247,11945205,1755428,3781,46732321,,,,,,
2021-08-28,CO,COA,Colorado,5758736,Report,7815225,6783383,135711,117793,2730854,3795052,253057,4420,3636131,63.1,52.4,3375195,75,6302941,140090,173702,756977,89.9,1468359,174304,927720,3016368,2799171,62.2,3172400,4302525,340300,0,1269398,1744179,249012,1345,1265782,1530657,247854,1300,338295,328055,22803,470,3263934,56.7,3045593,67.7,689623,81.9,1424901,4936061,6763356,137019,158329,3624339,73.4,3008323,60.9,3255868,66,1269383,1736150,248991,1344,6563074,,,,,,
2021-08-28,CT,CTA,Connecticut,3565287,Report,5288815,4798831,148342,134599,1806747,2794162,197077,845,2612564,73.3,60.2,2422074,85.3,4449892,156805,186367,615274,97.6,1191043,188981,839169,2147149,1993255,70.2,2156040,2882775,250000,0,849586,1296707,196459,297,849208,1143264,196292,236,226737,327786,19814,62,2343049,65.7,2189000,77.1,574399,91.1,1161233,3105947,4797143,154450,170280,2611263,84.1,2146765,69.1,2342588,75.4,849381,1296529,196382,296,4717235,,,,,,
