Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-29,US,USA,United States,331996199,Report,366314625,293705050,110337,88466,124067556,158708623,10710816,218055,167157043,50.3,37.3,161086059,62.4,285521437,110611,141911,46931392,85.8,87147891,159329,669717,123837640,121806093,47.2,151238440,193931985,21144200,0,54642238,69135147,10584099,57264,54468108,67149238,10542136,56999,19605546,19379478,1818582,24787,134418748,40.5,132216482,51.2,40828394,74.6,87147891,280216744,293574872,104767,130725,167033116,59.6,123831478,44.2,134410002,48,54639069,69131243,10582453,57237,293574872,,,,
2021-05-29,AK,AKA,Alaska,731545,Report,806335,610038,110224,83390,267443,321996,20506,93,336394,46,36.6,321038,58.2,588052,106616,146191,73183,79.9,137915,150582,880394,267732,261086,47.3,349160,398775,58400,0,123228,144476,19061,28,122923,138135,18978,28,39055,27442,2063,15,286793,39.2,280064,50.8,68575,74.9,132253,608877,609413,100088,132430,335766,55.1,267728,44,286787,47.1,123226,144474,19059,28,583280,,,,
2021-05-29,AL,ALA,Alabama,4903185,Report,4578590,3020540,93380,61604,1457823,1464061,98656,0,1765515,36,27.1,1745215,45.7,2992060,78431,120019,645837,76,1149910,135309,538761,1330929,1322169,34.7,2063580,2238210,276800,0,652982,677860,100740,87,652801,669281,100694,87,294526,231270,28553,54,1431669,29.2,1422863,37.3,554403,65.2,1106277,4186880,3020243,72136,109356,1765219,42.2,1330915,31.8,1431651,34.2,652974,677854,100736,87,2892825,,,,
2021-05-29,AR,ARA,Arkansas,3017804,Report,2770540,2069135,91806,68564,976539,1024360,67699,537,1188623,39.4,28.8,1157420,49.9,2026404,87434,119541,397507,75.9,721187,137662,528848,870176,858603,37,1236140,1357200,177200,0,433792,436246,66143,138,433131,425341,65811,131,192101,128984,10567,90,936319,31,924414,39.9,331742,63.3,686574,2557248,2066892,80825,108341,1186447,46.4,870133,34,936169,36.6,433788,436207,66036,138,1991486,,,,
2021-05-29,AS,ASA,American Samoa,55689,Report,54030,42511,97021,76336,10226,32259,26,0,23419,42.1,34.5,22528,51.9,40963,94304,124387,2547,26.9,4742,50090,570719,19217,18564,42.7,15600,37830,600,0,4421,14796,34,0,4409,14155,34,0,910,1368,7,0,19251,34.6,18598,42.8,2285,24.1,4742,47557,42509,89385,113611,23418,49.2,19216,40.4,19250,40.5,4420,14796,34,0,42509,,,,
2021-05-29,AZ,AZA,Arizona,7278717,Report,7807315,5929316,107262,81461,2596636,3140483,187734,4463,3351394,46,33.3,3240839,57.5,5774806,102418,138465,1075571,82.2,2023731,154645,596601,2423770,2384283,42.3,3237980,4144335,425000,0,1093071,1329241,180735,1458,1092806,1290023,180627,1454,444608,421238,34047,890,2604505,35.8,2564910,45.5,900783,68.8,1894549,6206060,5928896,95534,125801,3351059,54,2423734,39.1,2604435,42,1093058,1329218,180701,1458,5516830,,,,
2021-05-29,BP2,BP2,Bureau of Prisons,0,Report,190340,182278,0,0,73477,102511,6290,0,100561,0,0,100560,0,182277,0,0,3242,0,6146,0,0,80836,80836,0,76880,102960,10500,0,32890,47946,6258,0,32890,47946,6258,0,1415,1453,82,0,87094,0,87094,0,2950,0,6146,0,182277,0,0,100560,0,80836,0,87094,0,32890,47946,6258,0,182277,,,,
2021-05-29,CA,CAA,California,39512223,Report,47404720,38066786,119975,96342,16049479,20670417,1341795,5095,22297569,56.4,39.4,21301073,69.6,36712820,119908,154828,5286878,90.6,9417117,161304,811987,15559748,15203264,49.7,19356540,25448280,2599900,0,6862118,8696196,1330786,1434,6845220,8356642,1325385,1402,2159841,1888520,139168,586,16890534,42.7,16528649,54,4188115,71.7,9166817,33646265,38027104,113020,140891,22258683,66.2,15559049,46.2,16889582,50.2,6861746,8695870,1330533,1433,37308357,,,,
2021-05-29,CO,COA,Colorado,5758736,Report,6773740,5579010,117625,96879,2420977,2966418,190047,1568,3104241,53.9,41.8,2961750,65.8,5383001,119643,150554,722880,85.8,1378943,163690,804089,2404479,2351642,52.3,2794620,3641820,337300,0,1099494,1304526,187483,459,1096861,1254328,186673,453,323636,307889,17260,196,2591962,45,2538315,56.4,648981,77,1337216,4936061,5573000,112904,137230,3098292,62.8,2404453,48.7,2591919,52.5,1099483,1304511,187466,459,5399256,,,,
2021-05-29,CT,CTA,Connecticut,3565287,Report,4551515,4009308,127662,112454,1590764,2263219,154958,367,2245018,63,48.8,2133258,75.2,3855748,135869,160386,587705,93.3,1127311,178869,722183,1738122,1699394,59.9,1844940,2457975,248600,0,729443,1008585,154917,94,729112,970194,154785,88,213718,312650,15893,25,1893039,53.1,1854179,65.3,542286,86,1097908,3105947,4007788,129036,146542,2243865,72.2,1737797,56,1892646,60.9,729246,1008457,154849,94,3932251,,,,
