Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-24,US,USA,United States,331996199,Report,169223125,130473853,50971,39300,61719260,65995871,2622182,136540,85472166,25.7,13.2,85234448,33,130170906,50428,65557,38455168,70.3,61996739,113346,309383,43761029,43697383,16.9,80649000,83829525,4744600,0,20738397,22992214,2604795,30109,20727484,22939510,2601812,30082,11261401,11968223,735176,9947,46365515,14,46298888,17.9,23974748,43.8,,,,
2021-03-24,AK,AKA,Alaska,731545,Report,540815,379296,73928,51849,173815,202124,3301,56,233037,31.9,19.9,229697,41.6,374448,67889,98052,65141,71.1,117128,127886,590487,145460,143958,26.1,255100,272415,13300,0,65755,79696,3265,9,65689,78260,3254,9,31661,21754,374,3,148725,20.3,147212,26.7,53792,58.7,,,,
2021-03-24,AL,ALA,Alabama,4903185,Report,2403720,1542416,49024,31457,785426,726670,30320,0,1019858,20.8,11.4,1018841,26.7,1541235,40401,63009,508039,59.8,804721,94691,282845,558815,558622,14.6,1215900,1118520,69300,0,284337,274453,31164,25,284311,274286,31161,25,172283,140331,12343,16,589979,12,589783,15.5,324973,38.2,,,,
2021-03-24,AR,ARA,Arkansas,3017804,Report,1537720,1032499,50955,34214,510655,502321,19303,220,694124,23,11.2,692558,29.9,1030840,44478,66348,321537,61.4,492942,94094,293524,338390,338242,14.6,751100,744120,42500,0,167874,170467,18953,49,167853,170340,18931,49,98839,74040,3782,38,357343,11.8,357173,15.4,176699,33.7,,,,
2021-03-24,AS,ASA,American Samoa,55689,Report,43210,27837,77592,49987,6041,21796,0,0,17371,31.2,18.9,16845,38.8,27021,62207,99477,2182,23,3635,38397,456428,10549,10262,23.6,12400,30810,0,0,2224,8325,3,0,2223,8039,3,0,589,919,1,0,10552,18.9,10265,23.6,1509,15.9,,,,
2021-03-24,AZ,AZA,Arizona,7278717,Report,3734465,3010048,51307,41354,1383797,1594503,30669,1079,1877865,25.8,14.4,1871790,33.2,2999630,53199,66232,889328,68,1498259,114490,285371,1045360,1042492,18.5,1806300,1826565,101600,0,469679,575303,29306,378,469613,572501,29270,378,255694,298470,8671,260,1074666,14.8,1071762,19,563095,43,,,,
2021-03-24,BP2,BP2,Bureau of Prisons,0,Report,97960,90341,0,0,35618,54382,341,0,55109,0,0,55109,0,90341,0,0,2427,0,4058,0,0,34719,34719,0,40100,56160,1700,0,12999,21720,340,0,12999,21720,340,0,678,927,2,0,35059,0,35059,0,1607,0,,,,
2021-03-24,CA,CAA,California,39512223,Report,20489560,15691888,51856,39714,7498517,7922860,269463,1048,10522002,26.6,12.8,10485080,34.2,15648912,51111,66921,4364084,74.8,7099837,121612,350962,5069659,5063761,16.5,9767600,10137660,584300,0,2405787,2663702,267386,170,2404990,2658601,266866,170,1371104,1312638,38687,113,5337045,13.5,5330627,17.4,2722542,46.6,,,,
2021-03-24,CO,COA,Colorado,5758736,Report,2894980,2344091,50271,40705,1129719,1163569,50229,574,1475619,25.6,14.8,1471393,32.7,2339040,51988,64344,635997,75.5,1110819,131862,343654,850838,850010,18.9,1440100,1381380,73500,0,400117,450586,49221,135,400042,449833,49152,135,225437,240544,7599,80,900059,15.6,899162,20,473660,56.2,,,,
2021-03-24,CT,CTA,Connecticut,3565287,Report,2070805,1701298,58082,47718,758458,903383,39331,126,1108552,31.1,16.2,1106973,39,1698899,59866,72971,510992,81.1,872279,138403,328572,579068,578386,20.4,939900,1076205,54700,0,253116,325935,39280,17,252958,325411,39250,17,127124,222857,4530,10,618348,17.3,617636,21.8,354521,56.3,,,,
2021-03-24,DC,DCA,District of Columbia,705749,Report,462615,313341,65550,44398,127175,182300,3866,0,154836,21.9,10.1,154340,26.7,312829,54162,80095,55970,64.1,114465,131052,529653,71512,71492,12.4,204500,245115,13000,0,35226,36272,4695,14,35225,36253,4695,14,20481,14469,177,6,76207,10.8,76187,13.2,35133,40.2,,,,
2021-03-24,DD2,DD2,Dept of Defense,0,Report,2304230,1694545,0,0,791261,887965,14920,399,1065778,0,0,1061534,0,1689549,0,0,125785,0,201208,0,0,581706,581121,0,1028900,1223430,51900,0,260703,321003,12005,0,260672,320449,11998,0,22714,47936,421,0,593711,0,593119,0,71071,0,,,,
2021-03-24,DE,DEA,Delaware,973764,Report,512905,397204,52672,40791,171924,218472,6761,47,258688,26.6,13.2,258340,33.5,396784,51518,66594,143481,76,228187,120794,271513,128446,128376,16.7,238400,261105,13400,0,61680,66749,7124,17,61668,66691,7124,17,39860,39321,4749,11,135570,13.9,135500,17.6,83941,44.4,,,,
2021-03-24,FL,FLA,Florida,21477737,Report,11416495,8396727,53155,39095,4053399,4151061,180922,11345,5255602,24.5,12.8,5246048,30.4,8385840,48620,66191,3250602,72.3,5669074,126054,253850,2758527,2757332,16,5309400,5737095,370000,0,1359089,1395684,179738,3754,1358509,1395069,179664,3754,1029117,1039349,63004,3220,2938265,13.7,2936996,17,2134690,47.5,,,,
2021-03-24,FM,FMA,Federated States of Micronesia,103643,Report,47400,22767,45734,21967,22767,0,0,0,13815,13.3,8.7,13810,17.1,22762,28156,58633,1332,7.6,2267,12867,269028,9000,9000,11.1,46600,0,800,0,8981,19,1,0,8981,19,1,0,958,4,0,0,9001,8.7,9001,11.1,962,5.5,,,,
