Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-21,AK,AKA,Alaska,731545,299935,235141,41000,32143,152349,20826,82272,11246,20.9,11.2,,,
2021-02-21,AL,ALA,Alabama,4903185,1082100,788613,22069,16084,567505,11574,219639,4480,11.8,4.6,,,
2021-02-21,AR,ARA,Arkansas,3017804,691525,528467,22915,17512,367436,12176,157511,5219,12.2,5.2,,,
2021-02-21,AS,ASA,American Samoa,55689,29450,18778,52883,33719,10948,19659,7811,14026,19.8,14.1,,,
2021-02-21,AZ,AZA,Arizona,7278717,1688255,1469676,23194,20191,1087921,14947,376371,5171,14.6,5.1,,,
2021-02-21,BP2,BP2,Bureau of Prisons,0,49175,52266,0,0,32591,0,19556,0,0,0,,,
2021-02-21,CA,CAA,California,39512223,9178020,7453468,23228,18864,5426591,13734,1974488,4997,13.7,5,,,
2021-02-21,CO,COA,Colorado,5758736,1348800,1202161,23422,20875,817009,14187,378242,6568,14.2,6.6,,,
2021-02-21,CT,CTA,Connecticut,3565287,984275,860534,27607,24136,579380,16251,270792,7595,16.2,7.6,,,
2021-02-21,DC,DCA,District of Columbia,705749,225125,162674,31899,23050,109045,15451,53244,7544,10.1,4.3,,,
2021-02-21,DD2,DD2,Dept of Defense,0,1181300,854728,0,0,610523,0,233595,0,0,0,,,
2021-02-21,DE,DEA,Delaware,973764,204200,180940,20970,18582,133251,13684,46803,4806,13.4,4.6,,,
2021-02-21,FL,FLA,Florida,21477737,5120975,4387051,23843,20426,2877011,13395,1481148,6896,13.1,6.8,,,
2021-02-21,FM,FMA,Federated States of Micronesia,103643,30000,12196,28946,11767,9715,9374,2425,2340,9.5,2.4,,,
2021-02-21,GA,GAA,Georgia,10617423,2292085,1850856,21588,17432,1202374,11325,609520,5741,11.1,5.7,,,
2021-02-21,GU,GUA,Guam,165768,51300,48479,30947,29245,32024,19319,16121,9725,19.3,9.7,,,
2021-02-21,HI,HIA,Hawaii,1415872,397750,322966,28092,22810,219881,15530,102818,7262,15.6,7.3,,,
2021-02-21,IA,IAA,Iowa,3155070,707865,599489,22436,19001,445872,14132,147615,4679,14.3,4.7,,,
2021-02-21,ID,IDA,Idaho,1787065,358200,326336,20044,18261,222381,12444,92265,5163,12.6,5.2,,,
2021-02-21,IH2,IH2,Indian Health Svc,2082813,732905,426034,35188,20455,304986,14643,115147,5528,14.6,5.5,,,
2021-02-21,IL,ILA,Illinois,12671821,2924925,2339546,23082,18463,1742360,13750,560403,4422,13.9,4.5,,,
2021-02-21,IN,INA,Indiana,6732219,1487400,1269839,22094,18862,874152,12985,393133,5840,13,5.8,,,
2021-02-21,KS,KSA,Kansas,2913314,645800,509332,22167,17483,356901,12251,148378,5093,12.9,5.5,,,
2021-02-21,KY,KYA,Kentucky,4467673,1006050,824007,22518,18444,566677,12684,253857,5682,13.2,5.8,,,
2021-02-21,LA,LAA,Louisiana,4648794,1042225,894519,22419,19242,590652,12705,301923,6495,12.5,6.4,,,
2021-02-21,MA,MAA,Massachusetts,6892503,1737170,1426512,25204,20697,1054948,15306,367709,5335,15.2,5.3,,,
2021-02-21,MD,MDA,Maryland,6045680,1450000,1087762,23984,17992,743806,12303,342271,5661,12.7,5.9,,,
2021-02-21,ME,MEA,Maine,1344212,335375,268693,24950,19989,190495,14171,76101,5661,14.4,5.8,,,
2021-02-21,MH,MHA,Marshall Islands,58413,21000,8716,35951,14921,7170,12275,1491,2553,12.3,2.6,,,
2021-02-21,MI,MIA,Michigan,9986857,2279240,1933648,22822,19362,1267083,12688,647617,6485,12.9,6.6,,,
2021-02-21,MN,MNA,Minnesota,5639632,1284150,1136840,22770,20158,788468,13981,344300,6105,14.1,6.1,,,
2021-02-21,MO,MOA,Missouri,6137428,1275555,1083721,20783,17658,736999,12008,336446,5482,11.6,5.2,,,
2021-02-21,MP,MPA,Northern Mariana Islands,56882,29650,15922,52125,27991,9575,16833,6337,11141,16.8,11.1,,,
