Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-07-26,US,USA,United States,331996199,Report,394949575,342212051,118962,103077,137928681,190744361,13242865,296144,188729282,56.8,45.2,178257094,69,323689576,125335,152927,48935121,89.5,91930181,168073,722074,150108484,142167563,55,163094300,210351525,21484400,19350,63041487,86978495,13070079,83305,62670091,79330057,12981732,82238,20793348,20713662,2087407,36298,163173366,49.1,155064118,60,43630715,79.8,91930181,283545812,341862521,120567,139290,188506474,66.5,149982977,52.9,163044001,57.5,63037809,86855550,13067374,83268,341862521,24,,,,
2021-07-26,AK,AKA,Alaska,731545,Report,848165,693321,115942,94775,288205,376978,27960,178,374025,51.1,41.8,350098,63.5,650737,117981,153775,75642,82.6,142743,155853,926066,305516,286975,52,364080,424785,59300,0,133531,171941,25945,44,133163,153771,25821,41,40086,28555,2591,22,331461,45.3,312796,56.7,71254,77.8,136365,608877,691247,113528,139300,372746,61.2,304725,50,330668,54.3,133527,171154,25943,44,648741,,,,,
2021-07-26,AL,ALA,Alabama,4903185,Report,5001210,3527448,101999,71942,1623005,1785789,118650,4,2067533,42.2,31.6,2001944,52.5,3425818,89801,131097,682491,80.3,1215738,143055,588490,1549656,1511765,39.6,2299720,2420190,281300,0,739656,809821,121442,179,739386,772200,121380,179,310976,245892,31769,113,1671098,34.1,1633145,42.8,588750,69.3,1171056,4186880,3527126,84242,119450,2067208,49.4,1549624,37,1671060,39.9,739645,809800,121436,179,3392483,,,,,
2021-07-26,AR,ARA,Arkansas,3017804,Report,2955830,2397163,97946,79434,1102908,1209990,83608,657,1377405,45.6,33.3,1311605,56.6,2291745,98882,127536,417349,79.7,758819,144845,564217,1004741,965265,41.6,1348360,1428570,178900,0,489479,515084,81763,178,488493,476607,81309,165,202453,135238,12692,99,1086504,36,1046574,45.2,350482,66.9,723256,2557248,2392152,93544,115586,1373767,53.7,1003423,39.2,1085073,42.4,489473,513773,81650,177,2312994,,,,,
2021-07-26,AS,ASA,American Samoa,55689,Report,54930,51247,98637,92024,12581,38125,541,0,28496,51.2,41,25389,58.5,46387,106944,126640,2734,29,5114,54197,582132,22859,21112,48.7,15600,38730,600,0,5719,17140,546,0,5706,15406,545,0,1008,1445,25,0,23405,42,21657,49.9,2478,26.3,5114,47557,51237,107738,115504,28488,59.9,22857,48.1,23403,49.2,5718,17139,546,0,51237,,,,,
2021-07-26,AZ,AZA,Arizona,7278717,Report,8426880,7038803,115774,96704,2965218,3812495,252721,8369,3821791,52.5,41.6,3612060,64.1,6660031,118117,149453,1121736,85.7,2141693,163659,643945,3029623,2869596,50.9,3504280,4491600,431000,0,1316995,1709893,243828,2735,1316568,1550315,243476,2713,480504,447777,41965,1498,3273451,45,3113072,55.2,971744,74.3,2009929,6206060,7037955,113405,135785,3821025,61.6,3029519,48.8,3273117,52.7,1316974,1709810,243598,2735,6589219,,,,,
2021-07-26,BP2,BP2,Bureau of Prisons,0,Report,206710,199158,0,0,82147,108072,8939,0,107756,0,0,107755,0,199157,0,0,3368,0,6447,0,0,90317,90317,0,86940,109170,10600,0,39211,51106,8887,0,39211,51106,8887,0,1534,1504,117,0,99204,0,99204,0,3155,0,6447,0,199157,0,0,107755,0,90317,0,99204,0,39211,51106,8887,0,199157,,,,,
2021-07-26,CA,CAA,California,39512223,Report,50532455,44724529,127891,113192,17878466,25189748,1648009,8306,25348003,64.2,48.3,23710305,77.4,41815239,136573,165044,5569323,95.4,9982296,170985,865561,19073744,17806264,58.2,20539960,27376695,2615800,0,7911185,11160004,1632790,2555,7886451,9917433,1625607,2380,2286367,2027088,164765,896,20706534,52.4,19431871,63.5,4479116,76.7,9719437,33646265,44597320,132548,150187,25269377,75.1,19025734,56.5,20658210,61.4,7910769,11112416,1632476,2549,43753461,,,,,
2021-07-26,CO,COA,Colorado,5758736,Report,7194975,6422347,124940,111524,2642993,3544326,231261,3767,3442761,59.8,50.1,3217689,71.5,6010091,133581,159916,743889,88.3,1431307,169906,854092,2885015,2699258,60,2956700,3897975,340300,0,1238662,1645180,227443,1173,1235116,1462998,226342,1144,334594,321875,20939,382,3112458,54,2925600,65,677790,80.5,1388593,4936061,6402609,129711,145763,3431080,69.5,2877113,58.3,3104535,62.9,1238649,1637291,227422,1173,6211145,,,,,
2021-07-26,CT,CTA,Connecticut,3565287,Report,4879135,4561259,136851,127935,1744274,2632770,183594,621,2471065,69.3,57.8,2308950,81.4,4260907,150146,171931,604884,96,1167958,185318,774166,2060658,1927199,67.9,1990980,2638155,250000,0,827598,1232851,182856,209,827230,1099798,182708,171,224068,324041,18673,50,2243514,62.9,2109907,74.3,566832,89.9,1138343,3105947,4559632,146803,157090,2469808,79.5,2060289,66.3,2243069,72.2,827395,1232685,182780,209,4481390,,,,,
2021-07-26,DC,DCA,District of Columbia,705749,Report,1086665,896041,153973,126963,351201,515619,28825,396,448111,63.5,49.9,431724,74.7,871109,150820,188141,75740,86.7,172463,197455,1244140,352052,341347,59.1,432100,600165,54400,0,145403,206428,32217,221,145352,195786,32198,209,38167,27378,2294,26,384269,54.4,373545,64.7,67865,77.7,150756,609754,895962,146938,178214,448017,73.5,352013,57.7,384228,63,145397,206395,32215,221,806913,,,,,
2021-07-26,DD2,DD2,Dept of Defense,0,Report,4397510,4398085,0,0,1763024,2466245,167911,905,2505700,0,0,2401625,0,4218429,0,0,187041,0,339306,0,0,1769359,1696797,0,1843400,2367810,186300,0,726000,1043358,166288,1,725905,970891,166161,1,50576,83180,6387,0,1935647,0,1862958,0,140143,0,339306,0,4397922,0,0,2505569,0,1769330,0,1935601,0,725987,1043342,166271,1,4397922,,,,,
