Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-07-27,US,USA,United States,331996199,Report,395460845,342607540,119116,103196,138031642,191021446,13257878,296574,188996475,56.9,45.3,178478720,69.1,324010974,125459,153125,48958631,89.5,91961439,168130,723008,150232869,142270320,55.1,163359420,210597675,21484400,19350,63076602,87067620,13084812,83440,62703693,79396085,12996034,82369,20797868,20720796,2089039,36363,163312474,49.2,155178182,60.1,43644066,79.8,91961439,283545812,342257939,120706,139470,188773621,66.6,150107338,52.9,163183082,57.6,63072922,86944651,13082105,83403,342257939,24,,,,
2021-07-27,AK,AKA,Alaska,731545,Report,849465,693657,116119,94821,288298,377194,27987,178,374281,51.2,41.8,350309,63.5,651015,118031,154011,75663,82.6,142767,155880,927485,305597,287042,52,365380,424785,59300,0,133561,171992,25970,44,133193,153808,25846,41,40089,28559,2593,22,331567,45.3,312888,56.7,71263,77.8,136383,608877,691583,113583,139513,373002,61.3,304806,50.1,330774,54.3,133557,171205,25968,44,649063,,,,,
2021-07-27,AL,ALA,Alabama,4903185,Report,5015500,3534356,102291,72083,1625165,1790463,118724,4,2073358,42.3,31.6,2006793,52.6,3431554,89952,131472,682905,80.4,1216240,143115,590172,1550900,1512802,39.7,2309960,2424240,281300,0,740066,810655,121523,179,739796,772827,121461,179,311019,245949,31781,113,1672423,34.1,1634263,42.8,588862,69.3,1171558,4186880,3534034,84407,119791,2073033,49.5,1550868,37,1672385,39.9,740055,810634,121517,179,3399385,,,,,
2021-07-27,AR,ARA,Arkansas,3017804,Report,2959090,2400798,98054,79554,1104419,1212087,83635,657,1380254,45.7,33.3,1314016,56.7,2294855,99017,127676,417510,79.7,759048,144889,564839,1005492,965922,41.7,1351620,1428570,178900,0,489732,515581,81792,179,488746,477010,81338,166,202476,135280,12696,100,1087284,36,1047260,45.2,350552,66.9,723485,2557248,2395787,93686,115714,1376616,53.8,1004174,39.3,1085853,42.5,489726,514270,81679,178,2316615,,,,,
2021-07-27,AS,ASA,American Samoa,55689,Report,54930,51247,98637,92024,12581,38125,541,0,28496,51.2,41,25389,58.5,46387,106944,126640,2734,29,5114,54197,582132,22859,21112,48.7,15600,38730,600,0,5719,17140,546,0,5706,15406,545,0,1008,1445,25,0,23405,42,21657,49.9,2478,26.3,5114,47557,51237,107738,115504,28488,59.9,22857,48.1,23403,49.2,5718,17139,546,0,51237,,,,,
2021-07-27,AZ,AZA,Arizona,7278717,Report,8438340,7046449,115932,96809,2967453,3817780,252835,8381,3827054,52.6,41.7,3616226,64.1,6666055,118224,149656,1122018,85.7,2142139,163693,644821,3031952,2871402,50.9,3511240,4496100,431000,0,1317653,1711560,243950,2739,1317224,1551461,243598,2717,480562,447868,41968,1502,3275902,45,3115000,55.2,971900,74.3,2010375,6206060,7045601,113528,135969,3826288,61.7,3031848,48.9,3275568,52.8,1317632,1711477,243720,2739,6596821,,,,,
2021-07-27,BP2,BP2,Bureau of Prisons,0,Report,208560,199741,0,0,82279,108401,9061,0,108070,0,0,108069,0,199740,0,0,3373,0,6459,0,0,90579,90579,0,87440,110520,10600,0,39270,51309,9008,0,39270,51309,9008,0,1535,1510,119,0,99587,0,99587,0,3164,0,6459,0,199740,0,0,108069,0,90579,0,99587,0,39270,51309,9008,0,199740,,,,,
2021-07-27,CA,CAA,California,39512223,Report,50595215,44761604,128050,113285,17888089,25216335,1648869,8311,25372076,64.2,48.3,23729730,77.5,41845457,136671,165249,5570709,95.4,9984519,171023,866636,19086601,17816911,58.2,20573020,27406395,2615800,0,7914957,11169086,1633645,2558,7890223,9924305,1626461,2383,2286644,2027596,164821,896,20720246,52.4,19443372,63.5,4479957,76.7,9721651,33646265,44634386,132658,150374,25293445,75.2,19038587,56.6,20671918,61.4,7914541,11121494,1633331,2552,43790402,,,,,
2021-07-27,CO,COA,Colorado,5758736,Report,7196575,6429260,124968,111644,2644769,3549035,231658,3798,3446952,59.9,50.1,3220920,71.6,6015600,133703,159952,744189,88.3,1431890,169975,854282,2887327,2701143,60,2957400,3898875,340300,0,1239443,1646702,227810,1182,1235895,1464095,226708,1153,334680,321966,20985,387,3115137,54.1,2927851,65.1,678018,80.5,1389168,4936061,6409515,129851,145796,3435268,69.6,2879421,58.3,3107210,62.9,1239430,1638809,227789,1182,6218005,,,,,
2021-07-27,CT,CTA,Connecticut,3565287,Report,4894665,4564902,137287,128037,1745188,2635351,183742,621,2473486,69.4,57.8,2310886,81.4,4263767,150247,172478,605005,96,1168142,185348,776630,2062043,1928265,67.9,1996160,2648505,250000,0,827955,1233879,183016,209,827587,1100507,182868,171,224107,324099,18684,50,2245059,63,2111133,74.4,566940,90,1138527,3105947,4563275,146921,157590,2472229,79.6,2061674,66.4,2244614,72.3,827752,1233713,182940,209,4485032,,,,,
