Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-24,US,USA,United States,331996199,Report,357250475,286890900,107607,86414,121500687,154856445,10323402,210366,163907827,49.4,36.3,158757341,61.5,279727549,108367,138399,46734016,85.4,86518371,158178,653146,120408067,118562312,45.9,148157500,188398275,20694700,0,52916100,67434538,10210450,54709,52764776,65629931,10173237,54482,19426714,19255618,1774527,23544,130615797,39.3,128622427,49.8,40480404,74,86518371,280216744,286782683,102343,127491,163805654,58.5,120402046,43,130607271,46.6,52913005,67430727,10208857,54682,286782683,,,,
2021-05-24,AK,AKA,Alaska,731545,Report,802575,601963,109710,82287,264721,317758,19391,93,331243,45.3,36.2,317208,57.5,581413,105412,145509,72927,79.6,137419,150040,876288,265033,258514,46.9,348140,396435,58000,0,121698,143307,18017,28,121401,137085,17940,28,38904,27345,1989,15,283050,38.7,276454,50.1,68253,74.5,131789,608877,601440,98779,131812,330718,54.3,265029,43.5,283044,46.5,121696,143305,18015,28,576280,,,,
2021-05-24,AL,ALA,Alabama,4903185,Report,4476640,2982081,91301,60819,1436204,1449607,96270,0,1747012,35.6,26.7,1727654,45.3,2954750,77453,117347,643561,75.7,1144134,134630,526765,1309681,1301196,34.1,2008280,2197260,271100,0,639705,669892,98236,84,639527,661585,98192,84,291851,230254,28159,52,1407917,28.7,1399388,36.7,550316,64.8,1100728,4186880,2981792,71218,106921,1746724,41.7,1309668,31.3,1407902,33.6,639698,669886,98234,84,2855840,,,,
2021-05-24,AR,ARA,Arkansas,3017804,Report,2741670,2029791,90850,67261,958561,1006320,64394,516,1168568,38.7,28.2,1141145,49.2,1991626,85933,118295,395499,75.5,716408,136750,523337,851421,840631,36.3,1217160,1349010,175500,0,422911,428386,62891,124,422299,418212,62585,120,190318,128146,10139,84,914312,30.3,903216,39,328687,62.7,682022,2557248,2027775,79295,107212,1166615,45.6,851380,33.3,914166,35.7,422907,428349,62786,124,1953104,,,,
2021-05-24,AS,ASA,American Samoa,55689,Report,54030,41907,97021,75252,9959,31922,26,0,23161,41.6,33.9,22290,51.3,40401,93011,124387,2531,26.7,4717,49826,570719,18868,18237,42,15600,37830,600,0,4293,14575,34,0,4281,13956,34,0,908,1360,7,0,18902,33.9,18271,42.1,2275,24,4717,47557,41905,88115,113611,23160,48.7,18867,39.7,18901,39.7,4292,14575,34,0,41905,,,,
2021-05-24,AZ,AZA,Arizona,7278717,Report,7678675,5829205,105495,80086,2551737,3092071,181251,4146,3297376,45.3,32.7,3199568,56.7,5689447,100904,136183,1070594,81.8,2011697,153725,586771,2380521,2342699,41.5,3189940,4074135,414600,0,1066304,1312869,174452,1348,1066063,1275292,174345,1344,440160,419474,33051,829,2554973,35.1,2517044,44.6,893514,68.3,1883093,6206060,5828794,93921,123729,3297055,53.1,2380485,38.4,2554903,41.2,1066291,1312846,174418,1348,5422132,,,,
2021-05-24,BP2,BP2,Bureau of Prisons,0,Report,184060,176895,0,0,70822,100419,5654,0,98583,0,0,98582,0,176894,0,0,3223,0,6080,0,0,77481,77481,0,73340,100620,10100,0,30880,46601,5629,0,30880,46601,5629,0,1400,1421,73,0,83110,0,83110,0,2894,0,6080,0,176894,0,0,98582,0,77481,0,83110,0,30880,46601,5629,0,176894,,,,
2021-05-24,CA,CAA,California,39512223,Report,46220830,37218236,116979,94194,15744456,20167721,1301367,4692,21898286,55.4,38.3,21014176,68.6,36004386,117594,150962,5263626,90.2,9362980,160377,791708,15116363,14787617,48.3,18958180,24688950,2573700,0,6646302,8468801,1290674,1260,6631386,8154999,1285567,1232,2143658,1874946,135214,539,16407037,41.5,16073184,52.5,4154357,71.2,9113965,33646265,37186296,110521,137373,21867104,65,15115678,44.9,16406102,48.8,6645936,8468483,1290424,1259,36480610,,,,
2021-05-24,CO,COA,Colorado,5758736,Report,6621280,5437173,114978,94416,2369506,2884054,182165,1448,3036915,52.7,40.5,2914048,64.8,5265453,117030,147165,719372,85.4,1369862,162612,785991,2333253,2284919,50.8,2746460,3548220,326600,0,1064374,1268462,179776,417,1062053,1222454,179017,412,321088,305400,16466,179,2513029,43.6,2463936,54.8,643133,76.3,1328338,4936061,5432733,110062,134141,3032520,61.4,2333229,47.3,2512988,50.9,1064364,1268448,179759,417,5262563,,,,
2021-05-24,CT,CTA,Connecticut,3565287,Report,4418395,3919374,123928,109932,1556764,2212160,150130,320,2203374,61.8,47.4,2103930,74.1,3781372,133248,155695,585260,92.9,1120858,177845,701061,1690638,1654986,58.3,1792940,2380755,244700,0,705015,985545,150194,78,704690,950223,150067,73,211419,311203,15415,24,1840832,51.6,1805053,63.6,538061,85.4,1091500,3105947,3917870,126141,142256,2202235,70.9,1690317,54.4,1840444,59.3,704819,985420,150127,78,3842781,,,,
