Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-07-08,US,USA,United States,331996199,Report,385495790,332345797,116115,100105,135297225,184073920,12708959,265693,183237046,55.2,43.9,173854123,67.3,315818647,122287,149267,48419022,88.5,90923148,166232,704790,145746307,138714840,53.7,158848740,205212750,21434300,0,61742191,83926277,12545907,73191,61411280,77149208,12468023,72432,20594468,20445261,2028111,31918,158287566,47.7,151100945,58.5,43099758,78.8,90923148,283545812,331997487,117088,135955,183014133,64.5,145621967,51.4,158159506,55.8,61738598,83804451,12543300,73156,331997487,24,,,,
2021-07-08,AK,AKA,Alaska,731545,Report,838615,679337,114636,92863,285575,367221,26366,175,366916,50.2,40.9,345668,62.7,641877,116374,152044,75205,82.1,141914,154948,915639,299256,283057,51.3,359480,419835,59300,0,132169,167047,24461,40,131808,151212,24340,37,39921,28331,2440,21,323717,44.3,307397,55.7,70713,77.2,135323,608877,677408,111255,137731,365713,60.1,298531,49,322990,53,132167,166324,24459,40,632919,,,,,
2021-07-08,AL,ALA,Alabama,4903185,Report,4866130,3402487,99244,69393,1576397,1712121,113965,4,1982250,40.4,30.7,1930387,50.6,3321002,87054,127557,673276,79.2,1201345,141362,572596,1506466,1475309,38.7,2231240,2353590,281300,0,722494,783846,116648,126,722250,752933,116590,126,307760,243437,30996,79,1623114,33.1,1591899,41.7,582272,68.5,1156970,4186880,3402174,81258,116223,1981931,47.3,1506437,36,1623079,38.8,722485,783826,116642,126,3269195,,,,,
2021-07-08,AR,ARA,Arkansas,3017804,Report,2862100,2269110,94840,75191,1053436,1136377,78666,631,1285934,42.6,32.1,1235595,53.3,2185431,94295,123492,407694,77.8,744256,142066,546325,969804,936521,40.4,1291980,1391220,178900,0,476216,493427,76840,161,475250,461121,76397,150,199761,133402,11979,93,1046644,34.7,1012918,43.7,345235,65.9,708974,2557248,2264195,88540,111921,1282361,50.1,968518,37.9,1045246,40.9,476212,492146,76728,160,2186048,,,,,
2021-07-08,AS,ASA,American Samoa,55689,Report,54030,47735,97021,85717,11798,35548,389,0,26529,47.6,38.3,24373,56.2,44509,102614,124565,2646,28,4950,52459,572594,21318,20254,46.7,15600,37830,600,0,5372,15946,396,0,5359,14895,395,0,970,1410,18,0,21714,39,20649,47.6,2398,25.4,4950,47557,47729,100362,113611,26525,55.8,21316,44.8,21712,45.7,5371,15945,396,0,47729,,,,,
2021-07-08,AZ,AZA,Arizona,7278717,Report,8195000,6842949,112589,94013,2907863,3685711,242786,6589,3715441,51,40.5,3531114,62.6,6510943,115473,145341,1113147,85.1,2122994,162230,626226,2947348,2807789,49.8,3403800,4360200,431000,0,1290014,1655168,234043,2166,1289610,1516027,233702,2152,476659,444200,41002,1251,3181391,43.7,3041491,53.9,963112,73.6,1991806,6206060,6842139,110249,132048,3714700,59.9,2947252,47.5,3181066,51.3,1289995,1655091,233814,2166,6402354,,,,,
2021-07-08,BP2,BP2,Bureau of Prisons,0,Report,205990,195878,0,0,80667,106645,8566,0,106360,0,0,106359,0,195877,0,0,3341,0,6378,0,0,88478,88478,0,86220,109170,10600,0,38139,50339,8518,0,38139,50339,8518,0,1514,1483,112,0,96996,0,96996,0,3109,0,6378,0,195877,0,0,106359,0,88478,0,96996,0,38139,50339,8518,0,195877,,,,,
2021-07-08,CA,CAA,California,39512223,Report,49557315,43307094,125423,109604,17504114,24214846,1580896,7238,24577801,62.2,46.7,23087187,75.4,40681188,132869,161859,5482561,93.9,9837757,168509,848858,18448987,17316672,56.6,20158280,26783235,2615800,0,7739837,10706980,1567293,2170,7715342,9599280,1560166,2050,2263631,1996333,158413,800,20016280,50.7,18876838,61.7,4419177,75.7,9573832,33646265,43180502,128337,147289,24499555,72.8,18401191,54.7,19968180,59.3,7739429,10659596,1566989,2166,42335064,,,,,
2021-07-08,CO,COA,Colorado,5758736,Report,7068985,6265592,122752,108802,2603563,3434647,224050,3332,3368344,58.5,48.8,3160166,70.2,5887718,130861,157116,738448,87.7,1418365,168370,839136,2809407,2640945,58.7,2901360,3827325,340300,0,1217603,1590771,220607,1033,1214087,1425844,219524,1014,332416,318702,20249,333,3030014,52.6,2860469,63.6,671700,79.7,1375812,4936061,6245941,126537,143211,3356704,68,2801543,56.8,3022129,61.2,1217591,1582919,220586,1033,6055185,,,,,
2021-07-08,CT,CTA,Connecticut,3565287,Report,4768145,4451999,133738,124871,1715707,2559134,176606,552,2410888,67.6,56.4,2261100,79.7,4176331,147165,168020,600404,95.3,1159222,183932,756555,2012578,1891485,66.7,1929940,2588205,250000,0,814311,1198092,176262,175,813951,1077393,176120,141,222363,321983,18076,39,2188840,61.4,2067605,72.9,562461,89.2,1129663,3105947,4450389,143286,153517,2409647,77.6,2012209,64.8,2188397,70.5,814108,1197926,176188,175,4372616,,,,,
