Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-06-01,US,USA,United States,331996199,Report,366317045,296404240,110338,89279,125016707,160309262,10858664,219607,168489729,50.8,37.7,162073054,62.8,287843662,111511,141912,46991362,85.9,87384751,159762,669722,125140114,123031184,47.7,151238520,193934325,21144200,0,55260329,69818924,10730357,57815,55078417,67758460,10686828,57540,19664330,19421756,1830939,25049,135867425,40.9,133581245,51.7,40942074,74.9,87384751,280216744,296265166,105727,130726,168356985,60.1,125133901,44.7,135858601,48.5,55257137,69814983,10728694,57788,296265166,,,,
2021-06-01,AK,AKA,Alaska,731545,Report,806335,612692,110224,83753,268243,323503,20853,93,338093,46.2,36.7,322321,58.4,590235,107012,146191,73289,80,138095,150778,880394,268642,261934,47.5,349160,398775,58400,0,123649,144965,19382,28,123339,138567,19297,28,39102,27474,2091,15,288024,39.4,281231,51,68682,75,132426,608877,612035,100519,132430,337433,55.4,268638,44.1,288018,47.3,123647,144963,19380,28,585830,,,,
2021-06-01,AL,ALA,Alabama,4903185,Report,4578590,3022276,93380,61639,1459057,1464234,98985,0,1766784,36,27.2,1746440,45.8,2993787,78477,120019,645961,76,1150093,135331,538761,1332154,1323387,34.7,2063580,2238210,276800,0,653953,678114,101113,87,653772,669528,101068,87,294654,231294,28593,54,1433267,29.2,1424455,37.3,554595,65.3,1106440,4186880,3021979,72177,109356,1766486,42.2,1332140,31.8,1433249,34.2,653945,678108,101109,87,2894323,,,,
2021-06-01,AR,ARA,Arkansas,3017804,Report,2770540,2081267,91806,68966,982185,1030153,68390,539,1195224,39.6,29,1162649,50.2,2036932,87888,119541,398219,76,722816,137973,528848,875495,863688,37.3,1236140,1357200,177200,0,436824,438536,66820,135,436135,427425,66483,128,192633,129308,10686,89,942315,31.2,930171,40.1,332716,63.5,688153,2557248,2078924,81295,108341,1192948,46.6,875452,34.2,942165,36.8,436820,438497,66713,135,2003365,,,,
2021-06-01,AS,ASA,American Samoa,55689,Report,54030,42511,97021,76336,10226,32259,26,0,23419,42.1,34.5,22528,51.9,40963,94304,124387,2546,26.9,4742,50090,570719,19218,18564,42.7,15600,37830,600,0,4421,14797,34,0,4409,14155,34,0,910,1368,7,0,19252,34.6,18598,42.8,2285,24.1,4742,47557,42509,89385,113611,23418,49.2,19217,40.4,19251,40.5,4420,14797,34,0,42509,,,,
2021-06-01,AZ,AZA,Arizona,7278717,Report,7807315,5976666,107262,82112,2615784,3165784,190563,4535,3376964,46.4,33.6,3260584,57.8,5815168,103134,138465,1077727,82.4,2028689,155024,596601,2444592,2404079,42.6,3237980,4144335,425000,0,1105017,1338093,183504,1482,1104745,1297856,183396,1478,446356,422079,34435,903,2628096,36.1,2587475,45.9,903773,69.1,1899414,6206060,5976242,96297,125801,3376625,54.4,2444556,39.4,2628026,42.3,1105004,1338070,183470,1482,5563331,,,,
2021-06-01,BP2,BP2,Bureau of Prisons,0,Report,190340,182690,0,0,73634,102649,6407,0,100845,0,0,100844,0,182689,0,0,3243,0,6152,0,0,80957,80957,0,76880,102960,10500,0,32967,47990,6374,0,32967,47990,6374,0,1420,1453,83,0,87331,0,87331,0,2956,0,6152,0,182689,0,0,100844,0,80957,0,87331,0,32967,47990,6374,0,182689,,,,
2021-06-01,CA,CAA,California,39512223,Report,47404720,38472729,119975,97369,16206084,20903918,1357551,5176,22503069,57,39.9,21453989,70.1,37052479,121017,154828,5301391,90.8,9448520,161842,811987,15758258,15388023,50.3,19356540,25448280,2599900,0,6959796,8796994,1346247,1468,6942011,8444578,1340751,1434,2170625,1894193,140467,597,17104505,43.3,16728774,54.6,4205882,72,9197963,33646265,38429234,114215,140891,22460397,66.8,15757547,46.8,17103541,50.8,6959417,8796663,1345994,1467,37707743,,,,
2021-06-01,CO,COA,Colorado,5758736,Report,6773740,5623057,117625,97644,2432214,2996238,193027,1578,3126292,54.3,42.1,2978379,66.2,5420054,120467,150554,723899,85.9,1381353,163976,804089,2425719,2371315,52.7,2794620,3641820,337300,0,1106395,1318863,190436,461,1103715,1267145,189608,455,324096,308757,17460,196,2616155,45.4,2560923,56.9,650509,77.2,1339608,4936061,5616608,113787,137230,3119907,63.2,2425689,49.1,2616108,53,1106384,1318844,190419,461,5442512,,,,
2021-06-01,CT,CTA,Connecticut,3565287,Report,4551515,4044620,127662,113444,1603607,2283473,157172,368,2261237,63.4,49.3,2145791,75.6,3886151,136940,160386,588590,93.4,1129707,179249,722183,1756721,1716810,60.5,1844940,2457975,248600,0,738329,1018297,157070,95,737996,978725,156939,89,214516,313259,16091,26,1913791,53.7,1873749,66,543892,86.3,1100291,3105947,4043097,130173,146542,2260078,72.8,1756396,56.5,1913398,61.6,738132,1018169,157002,95,3967505,,,,
