Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-03-07,AK,AKA,Alaska,731545,426715,295046,58331,40332,180563,24682,113792,15555,24.7,15.6,Report,295459,180948,113787,179957,113205,32.6,20.5,551562,77365,293470,53207,,,
2021-03-07,AL,ALA,Alabama,4903185,1628350,1110132,33210,22641,709736,14475,398035,8118,14.8,8.3,Report,1136898,727681,406723,727410,406686,19.1,10.7,3814879,42684,1109830,29092,,,
2021-03-07,AR,ARA,Arkansas,3017804,1088150,765260,36058,25358,487494,16154,273608,9066,16.2,9.1,Report,767708,489149,274376,488930,274334,21.1,11.8,2317649,46951,765017,33008,,,
2021-03-07,AS,ASA,American Samoa,55689,43210,21625,77592,38832,13386,24037,8208,14739,24.2,14.8,Report,21752,13469,8252,13259,8165,30.5,18.8,43437,99477,21328,49101,,,
2021-03-07,AZ,AZA,Arizona,7278717,2623735,2162602,36047,29711,1421436,19529,729803,10027,19.1,9.8,Report,2115430,1388900,715023,1386667,714454,24.6,12.7,5638481,46533,2159301,38296,,,
2021-03-07,BP2,BP2,Bureau of Prisons,0,65335,72174,0,0,44090,0,27841,0,0,0,Report,72174,44090,27841,44088,27840,0,0,0,0,72171,0,,,
2021-03-07,CA,CAA,California,39512223,13885120,10634752,35141,26915,7218393,18269,3352223,8484,18.2,8.5,Report,10617477,7205989,3347266,7200964,3346080,23.5,10.9,30617582,45350,10628468,34714,,,
2021-03-07,CO,COA,Colorado,5758736,2019460,1626499,35068,28244,1047214,18185,567689,9858,18.2,9.9,Report,1626194,1046640,567922,1046160,567775,23.3,12.6,4499217,44885,1625877,36137,,,
2021-03-07,CT,CTA,Connecticut,3565287,1434565,1195617,40237,33535,860174,24126,324448,9100,24,9.1,Report,1193304,856048,325922,855166,325655,30.1,11.5,2837847,50551,1194385,42088,,,
2021-03-07,DC,DCA,District of Columbia,705749,337095,225875,47764,32005,144563,20484,80744,11441,14,7.1,Report,149350,98505,50399,98483,50397,17.1,8.7,577581,58363,225845,39102,,,
2021-03-07,DD2,DD2,Dept of Defense,0,1711265,1130833,0,0,758512,0,361473,0,0,0,Report,1130833,758512,361473,758216,361402,0,0,0,0,1130466,0,,,
2021-03-07,DE,DEA,Delaware,973764,361765,275467,37151,28289,173404,17808,100801,10352,17.5,10.1,Report,269109,169956,97981,169895,97962,22.1,12.7,770192,46971,275385,35755,,,
2021-03-07,FL,FLA,Florida,21477737,7771315,5900450,36183,27472,3784364,17620,2074589,9659,17.3,9.5,Report,5800819,3714407,2045028,3711091,2044660,21.5,11.9,17247808,45057,5896705,34188,,,
2021-03-07,FM,FMA,Federated States of Micronesia,103643,41900,17745,40427,17121,11244,10849,6394,6169,11,6.2,Report,17894,11360,6425,11356,6425,14,7.9,80842,51829,17741,21945,,,
2021-03-07,GA,GAA,Georgia,10617423,3437635,2366573,32377,22290,1420643,13380,899669,8474,13.2,8.4,Report,2336319,1396280,894327,1395795,894164,17.2,11,8113542,42369,2365934,29160,,,
2021-03-07,GU,GUA,Guam,165768,87860,56484,53002,34074,35133,21194,20854,12580,21.2,12.6,Report,56480,35130,20851,35120,20845,27.2,16.1,129299,67951,56467,43672,,,
2021-03-07,HI,HIA,Hawaii,1415872,598100,436036,42243,30796,270037,19072,165707,11704,19.2,11.8,Report,439051,272100,166634,271920,166569,24.4,14.9,1116004,53593,435794,39050,,,
2021-03-07,IA,IAA,Iowa,3155070,1106755,906470,35079,28731,627499,19889,271606,8609,20,8.7,Report,912882,631178,274405,630718,274159,26,11.3,2428229,45579,905766,37302,,,
2021-03-07,ID,IDA,Idaho,1787065,594115,471043,33245,26358,293237,16409,164500,9205,16.6,9.3,Report,476136,296541,166775,296532,166772,22.1,12.5,1338864,44375,471037,35182,,,
2021-03-07,IH2,IH2,Indian Health Svc,2082813,1123090,655254,53922,31460,434800,20876,214322,10290,20.9,10.3,Report,655254,434800,214322,431914,213590,0,0,0,0,651602,0,,,
2021-03-07,IL,ILA,Illinois,12671821,4378835,3473676,34556,27413,2327790,18370,1094967,8641,18.5,8.8,Report,3506592,2346663,1109123,2344772,1108577,23.8,11.3,9853946,44437,3471201,35227,,,
2021-03-07,IN,INA,Indiana,6732219,2206230,1844669,32771,27401,1129750,16781,696137,10340,16.8,10.4,Report,1845876,1130035,696962,1129790,696861,21.9,13.5,5164245,42721,1844325,35713,,,
2021-03-07,KS,KSA,Kansas,2913314,1091625,734335,37470,25206,485304,16658,244055,8377,17.4,8.8,Report,771054,508326,257534,507941,257344,23,11.6,2213064,49326,733781,33157,,,
2021-03-07,KY,KYA,Kentucky,4467673,1555915,1254160,34826,28072,826323,18496,423066,9469,19,9.6,Report,1283087,847662,430613,847248,430522,24.5,12.4,3464802,44906,1253677,36183,,,
2021-03-07,LA,LAA,Louisiana,4648794,1640860,1180945,35296,25403,752140,16179,425793,9159,16,9,Report,1164442,741681,419762,741498,419724,20.8,11.8,3561164,46077,1180718,33155,,,
2021-03-07,MA,MAA,Massachusetts,6892503,2497130,2148356,36230,31169,1473003,21371,669683,9716,21.2,9.6,Report,2132107,1463301,663148,1462133,662764,26.4,12,5539703,45077,2146792,38753,,,
