Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-10-07,US,USA,United States,331996199,Report,482326275,399552444,145281,120348,152505315,231516893,15126616,403620,216268034,65.1,51.8,201477265,78,372549803,144254,186760,51782605,94.7,101558760,185677,881822,171809810,159741608,61.9,190432300,268648125,23226500,19350,68938578,102663267,14905338,111001,68859742,90676950,14877975,108784,21895070,21716921,2176367,48398,186618184,56.2,174523451,67.6,45836756,83.8,101558760,283545812,399187662,140784,170105,216035447,76.2,171680130,60.5,186485448,65.8,68935129,102537133,14902259,110927,399187662,40,6764574,3.6,5655349,6.1,6744800,3.9,4353884,9.5,1446596,5305113,8958,3907,,,,
2021-10-07,AK,AKA,Alaska,731545,Report,1083215,807903,148072,110438,315835,456962,34614,492,422424,57.7,46.7,390878,70.9,749576,135901,196390,79427,86.7,160061,174762,1182700,341341,315178,57.1,431300,583815,68100,0,142465,198581,32298,67,142078,172813,32163,62,41192,29940,3106,28,373411,51,347116,62.9,74266,81.1,153134,608877,805680,132322,177904,421081,69.2,340477,55.9,372545,61.2,142461,197721,32296,67,752163,,,,,,,,,,,,,,,,,
2021-10-07,AL,ALA,Alabama,4903185,Report,6781040,4604007,138299,93898,2017121,2447890,138931,65,2602402,53.1,40.4,2465462,64.6,4366047,114448,177752,738166,86.9,1381305,162538,797922,1979033,1878103,49.2,3032720,3440520,307800,0,905408,1072094,141034,407,904986,971590,140952,406,338875,266865,34421,263,2118943,43.2,2017934,52.9,640424,75.4,1333544,4186880,4603572,109952,161959,2602002,62.1,1978965,47.3,2118867,50.6,905397,1072038,141025,407,4451875,,,,,,,,,,,,,,,,,
2021-10-07,AR,ARA,Arkansas,3017804,Report,4140980,3074757,137218,101887,1316139,1656399,99315,2904,1694315,56.1,42.9,1576681,68,2865387,123633,178672,450169,85.9,863715,164868,790441,1295966,1205241,52,1806340,2139840,194800,0,592578,702006,97443,728,591512,612404,96931,702,217454,153197,14181,414,1392755,46.2,1301549,56.2,385246,73.5,826037,2557248,3069515,120032,161931,1690502,66.1,1294595,50.6,1391266,54.4,592570,700645,97325,726,2980819,,,,,,,,,,,,,,,,,
2021-10-07,AS,ASA,American Samoa,55689,Report,68550,63123,123094,113349,16716,45860,546,1,34527,62,51.4,28666,66.1,52479,120989,158040,2877,30.5,5385,57069,726473,28611,23864,55,18600,49350,600,0,7458,21151,554,0,7443,16419,553,0,1092,1486,25,0,29163,52.4,24415,56.3,2603,27.6,5385,47557,63105,132693,144143,34516,72.6,28604,60.1,29156,61.3,7457,21145,554,0,63105,,,,,,,,,,,,,,,,,
2021-10-07,AZ,AZA,Arizona,7278717,Report,10036740,8343353,137892,114627,3361216,4676443,291402,14292,4348042,59.7,47.7,4042382,71.7,7773776,137870,178004,1170017,89.4,2406892,183924,766964,3475004,3224543,57.2,4071760,5503380,461600,0,1460359,2008156,281651,4274,1459778,1758340,281241,4223,500367,477155,45956,2272,3754440,51.6,3503582,62.1,1025750,78.4,2265814,6206060,8342247,134421,161725,4347080,70,3474857,56,3754059,60.5,1460334,2008036,281416,4273,7828796,,,,,,,,,,,,,,,,,
2021-10-07,BP2,BP2,Bureau of Prisons,0,Report,254210,230489,0,0,93103,125704,11671,11,123516,0,0,123514,0,230487,0,0,3542,0,6935,0,0,106252,106252,0,109400,132210,12600,0,44918,61283,11638,0,44918,61283,11637,0,1677,1648,171,0,117839,0,117838,0,3496,0,6935,0,230487,0,0,123514,0,106252,0,117838,0,44918,61283,11637,0,230487,,,,,,,,,,,,,,,,,
2021-10-07,CA,CAA,California,39512223,Report,59306315,51458972,150096,130236,19514627,30057852,1873019,13474,28609961,72.4,54.9,26420823,86.3,47492707,155116,193700,5878936,99.9,11030545,188940,1015850,21694104,19924618,65.1,22690320,33814395,2801600,0,8587276,13084914,1860061,4026,8561849,11341211,1852570,3759,2389342,2164330,185766,1266,23536277,59.6,21759389,71.1,4740704,81.2,10752880,33646265,51329168,152555,176264,28529352,84.8,21645506,64.3,23487327,69.8,8586845,13036759,1859706,4017,50373264,,,,,,,,,,,,,,,,,
2021-10-07,CO,COA,Colorado,5758736,Report,8299095,7292850,144113,126640,2851341,4165009,271398,5102,3803951,66.1,55.3,3524273,78.3,6765868,150379,184456,773550,91.8,1601876,190154,985159,3187059,2942665,65.4,3297360,4628235,373500,0,1311047,1871810,266664,1501,1307396,1631172,265467,1448,343125,341467,24079,530,3451022,59.9,3205483,71.2,709201,84.2,1556309,4936061,7272692,147338,168132,3792085,76.8,3178963,64.4,3442901,69.7,1311030,1863732,266639,1500,7051385,,,,,,,,,,,,,,,,,
2021-10-07,CT,CTA,Connecticut,3565287,Report,5722565,5122227,160508,143669,1876270,3038426,206553,978,2742572,76.9,63.5,2535765,89.4,4734256,166826,201652,635780,99.9,1278967,202932,907992,2263859,2087420,73.6,2289540,3164925,268100,0,880585,1381988,205747,345,880195,1206033,205573,265,229745,332703,20497,71,2468665,69.2,2292066,80.8,583016,92.5,1246999,3105947,5120497,164861,184245,2741238,88.3,2263467,72.9,2468193,79.5,880380,1381804,205667,342,5035630,,,,,,,,,,,,,,,,,
