Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-06,AK,AKA,Alaska,731545,248500,139147,33969,19021,103163,14102,35773,4890,14.1,4.9,,,
2021-02-06,AL,ALA,Alabama,4903185,804100,455173,16400,9283,370275,7552,84278,1719,7.6,1.7,,,
2021-02-06,AR,ARA,Arkansas,3017804,540050,374674,17895,12415,290153,9615,81564,2703,9.6,2.7,,,
2021-02-06,AS,ASA,American Samoa,55689,29450,12259,52883,22013,9779,17560,2478,4450,17.6,4.4,,,
2021-02-06,AZ,AZA,Arizona,7278717,1186000,766788,16294,10535,629750,8652,136236,1872,8.7,1.9,,,
2021-02-06,BP2,BP2,Bureau of Prisons,0,37050,39616,0,0,26167,0,13362,0,0,0,,,
2021-02-06,CA,CAA,California,39512223,6963500,4137600,17624,10472,3389906,8579,727993,1842,8.6,1.8,,,
2021-02-06,CO,COA,Colorado,5758736,991075,694860,17210,12066,512024,8891,178975,3108,8.9,3.1,,,
2021-02-06,CT,CTA,Connecticut,3565287,740300,519400,20764,14568,395554,11095,115349,3235,11.1,3.2,,,
2021-02-06,DC,DCA,District of Columbia,705749,166950,102031,23656,14457,71810,10175,24069,3410,10.2,3.4,,,
2021-02-06,DD2,DD2,Dept of Defense,0,978500,588731,0,0,468020,0,111028,0,0,0,,,
2021-02-06,DE,DEA,Delaware,973764,161525,118475,16588,12167,94962,9752,22791,2341,9.8,2.3,,,
2021-02-06,FL,FLA,Florida,21477737,3791925,2385839,17655,11108,1865090,8684,512064,2384,8.7,2.4,,,
2021-02-06,FM,FMA,Federated States of Micronesia,103643,21900,7335,21130,7077,7230,6976,78,75,7,0.1,,,
2021-02-06,GA,GAA,Georgia,10617423,1688075,1098863,15899,10350,887597,8360,188736,1778,8.4,1.8,,,
2021-02-06,GU,GUA,Guam,165768,51300,28959,30947,17470,23195,13992,5581,3367,14,3.4,,,
2021-02-06,HI,HIA,Hawaii,1415872,263000,179059,18575,12647,132701,9372,37054,2617,9.4,2.6,,,
2021-02-06,IA,IAA,Iowa,3155070,510550,308527,16182,9779,224437,7114,80640,2556,7.1,2.6,,,
2021-02-06,ID,IDA,Idaho,1787065,266475,176220,14911,9861,133810,7488,32011,1791,7.5,1.8,,,
2021-02-06,IH2,IH2,Indian Health Svc,0,492875,276062,0,0,204056,0,67885,0,0,0,,,
2021-02-06,IL,ILA,Illinois,12671821,2089050,1329963,16486,10495,1028487,8116,275276,2172,8.1,2.2,,,
2021-02-06,IN,INA,Indiana,6732219,1118350,749771,16612,11137,593266,8812,156083,2318,8.8,2.3,,,
2021-02-06,KS,KSA,Kansas,2913314,492250,280252,16897,9620,218170,7489,60203,2066,7.5,2.1,,,
2021-02-06,KY,KYA,Kentucky,4467673,747000,517168,16720,11576,406790,9105,108050,2418,9.1,2.4,,,
2021-02-06,LA,LAA,Louisiana,4648794,769750,570731,16558,12277,419327,9020,150219,3231,9,3.2,,,
2021-02-06,MA,MAA,Massachusetts,6892503,1247600,727120,18101,10549,571853,8297,153692,2230,8.3,2.2,,,
2021-02-06,MD,MDA,Maryland,6045680,1029725,626838,17032,10368,496331,8210,129951,2149,8.2,2.1,,,
2021-02-06,ME,MEA,Maine,1344212,254550,168626,18937,12545,126127,9383,40806,3036,9.4,3,,,
2021-02-06,MH,MHA,Marshall Islands,58413,21000,4740,35951,8115,4259,7291,443,758,7.3,0.8,,,
2021-02-06,MI,MIA,Michigan,9986857,1639575,1193181,16417,11948,896162,8973,282345,2827,9,2.8,,,
2021-02-06,MN,MNA,Minnesota,5639632,950250,703366,16850,12472,509608,9036,150576,2670,9,2.7,,,
2021-02-06,MO,MOA,Missouri,6137428,961525,583949,15667,9515,448830,7313,129273,2106,7.3,2.1,,,
2021-02-06,MP,MPA,Northern Mariana Islands,56882,29650,11697,52125,20564,7770,13660,3920,6891,13.7,6.9,,,
2021-02-06,MS,MSA,Mississippi,2976149,515450,300464,17319,10096,252569,8486,47607,1600,8.5,1.6,,,
2021-02-06,MT,MTA,Montana,1068778,163675,130883,15314,12246,96394,9019,34207,3201,9,3.2,,,
2021-02-06,NC,NCA,North Carolina,10488084,1718275,1171240,16383,11167,939554,8958,230372,2197,9,2.2,,,
2021-02-06,ND,NDA,North Dakota,762062,131625,120742,17272,15844,81935,10752,35123,4609,10.8,4.6,,,
2021-02-06,NE,NEA,Nebraska,1934408,346375,218405,17906,11291,157139,8123,59985,3101,8.1,3.1,,,
2021-02-06,NH,NHA,New Hampshire,1359711,257700,161178,18953,11854,116523,8570,43888,3228,8.6,3.2,,,
2021-02-06,NJ,NJA,New Jersey,8882190,1480825,1041289,16672,11723,791011,8906,199040,2241,8.9,2.2,,,
2021-02-06,NM,NMA,New Mexico,2096829,364875,322611,17401,15386,240516,11470,78774,3757,11.5,3.8,,,
2021-02-06,NV,NVA,Nevada,3080156,427800,322252,13889,10462,264060,8573,56456,1833,8.6,1.8,,,
2021-02-06,NY,NYA,New York State,19453561,3378300,2225316,17366,11439,1661253,8540,468747,2410,8.5,2.4,,,
2021-02-06,OH,OHA,Ohio,11689100,1901750,1242487,16269,10629,975620,8346,265445,2271,8.3,2.3,,,
2021-02-06,OK,OKA,Oklahoma,3956971,734625,541252,18565,13678,406359,10269,131556,3325,10.3,3.3,,,
2021-02-06,OR,ORA,Oregon,4217737,734950,509875,17425,12089,389513,9235,118378,2807,9.2,2.8,,,
2021-02-06,PA,PAA,Pennsylvania,12801989,2292500,1338491,17907,10455,1036395,8096,298741,2334,8.1,2.3,,,
2021-02-06,PR,PRA,Puerto Rico,3193694,624025,299694,19539,9384,229133,7175,69224,2168,7.2,2.2,,,
2021-02-06,RI,RIA,Rhode Island,1059361,192300,111830,18152,10556,81085,7654,30711,2899,7.7,2.9,,,
2021-02-06,RP,RPA,Republic of Palau,17907,6000,3360,33506,18764,3109,17362,251,1402,17.4,1.4,,,
2021-02-06,SC,SCA,South Carolina,5148714,684700,542879,13298,10544,435079,8450,103432,2009,8.5,2,,,
2021-02-06,SD,SDA,South Dakota,884659,161150,127592,18216,14423,88882,10047,38626,4366,10,4.4,,,
2021-02-06,TN,TNA,Tennessee,6829174,1156975,752298,16942,11016,521621,7638,228198,3342,7.6,3.3,,,
2021-02-06,TX,TXA,Texas,28995881,4402275,3107936,15182,10719,2371311,8178,734386,2533,8.2,2.5,,,
2021-02-06,UT,UTA,Utah,3205958,493525,400285,15394,12486,284458,8873,88190,2751,8.9,2.8,,,
2021-02-06,VA,VAA,Virginia,8535519,1387775,1052577,16259,12332,842587,9872,180751,2118,9.9,2.1,,,
2021-02-06,VA2,VA2,Veterans Health,0,1733525,1130808,0,0,876409,0,253303,0,0,0,,,
2021-02-06,VI,VIA,Virgin Islands,104680,20625,9466,19703,9043,6961,6650,2505,2393,6.6,2.4,,,
2021-02-06,VT,VTA,Vermont,623989,116075,82992,18602,13300,58637,9397,24212,3880,9.4,3.9,,,
2021-02-06,WA,WAA,Washington,7614893,1208600,867773,15872,11396,684484,8989,170990,2245,9,2.2,,,
2021-02-06,WI,WIA,Wisconsin,5822434,926300,638241,15909,10962,521331,8954,110306,1894,9,1.9,,,
2021-02-06,WV,WVA,West Virginia,1792147,357000,314870,19920,17569,214301,11958,100159,5589,12,5.6,,,
2021-02-06,WY,WYA,Wyoming,578759,101650,71858,17563,12416,56076,9689,14835,2563,9.7,2.6,,,
2021-02-06,US,USA,United States,331996199,59304600,39037964,,,30250964,,8317180,,9.1,2.5,18336515,20598212,103237
2021-02-06,LTC,LTC,Long Term Care,,,4628962,,,,,,,0,0,,,
