Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-04-01,US,USA,United States,331996199,Report,200496635,153631404,60391,46275,71338865,78717917,3429880,144742,99565311,30,15.9,99088138,38.4,153058209,59295,77673,40337888,73.7,68517201,125267,366559,52683492,52589471,20.4,92258600,100341735,7896300,0,24539361,28110802,3406533,32918,24523950,28032223,3401586,32888,13406670,14143776,898486,11833,56089614,16.9,55990648,21.7,28460765,52,,,,
2021-04-01,AK,AKA,Alaska,731545,Report,615825,411529,84181,56255,187560,218086,5827,56,250378,34.2,21.8,246157,44.6,405536,73525,111651,66399,72.5,119391,130357,672386,159632,157865,28.6,281500,311025,23300,0,71943,87679,5693,10,71863,85992,5665,10,32313,22276,634,4,165325,22.6,163530,29.6,55227,60.3,,,,
2021-04-01,AL,ALA,Alabama,4903185,Report,2839540,1771979,57912,36139,876672,853326,41981,0,1184284,24.2,12.9,1182292,31,1769781,46392,74433,543725,64,873963,102839,334128,630815,630551,16.5,1369500,1359540,110500,0,314533,316247,42958,35,314503,316013,42947,35,189317,158576,15688,24,673773,13.7,673498,17.7,363605,42.8,,,,
2021-04-01,AR,ARA,Arkansas,3017804,Report,1814280,1209965,60119,40094,591811,589592,28295,267,803744,26.6,13.4,800917,34.6,1206997,52079,78281,342375,65.4,559566,106811,346315,405237,405022,17.5,871000,870480,72800,0,204413,200767,27498,57,204383,200582,27365,57,125649,92667,4841,44,432735,14.3,432387,18.7,223201,42.6,,,,
2021-04-01,AS,ASA,American Samoa,55689,Report,43810,31167,78669,55966,6649,24518,0,0,17856,32.1,24.1,17307,39.8,30221,69574,100859,2222,23.5,4036,42632,462765,13402,13008,29.9,12400,30810,600,0,2775,10627,4,0,2774,10234,4,0,712,1162,1,0,13406,24.1,13012,30,1875,19.8,,,,
2021-04-01,AZ,AZA,Arizona,7278717,Report,4365955,3512579,59982,48258,1585629,1875410,50001,1539,2194105,30.1,16.7,2179551,38.7,3492420,61939,77431,941050,71.9,1640188,125336,333627,1219181,1215363,21.6,2050800,2138955,176200,0,543865,674790,48303,526,543788,671049,48254,526,298209,339213,12841,357,1267484,17.4,1263617,22.4,650620,49.7,,,,
2021-04-01,BP2,BP2,Bureau of Prisons,0,Report,108010,107497,0,0,42960,64105,432,0,63178,0,0,63177,0,107496,0,0,2648,0,4672,0,0,43720,43720,0,44300,62010,1700,0,17050,26670,431,0,17050,26670,431,0,908,1087,4,0,44151,0,44151,0,1999,0,,,,
2021-04-01,CA,CAA,California,39512223,Report,24288100,18604164,61470,47085,8730014,9502013,370501,1636,12376871,31.3,15.5,12310991,40.2,18527267,60512,79327,4575486,78.4,7689213,131707,416026,6117594,6106770,19.9,11129900,12093900,1064300,0,2823850,3293464,368034,280,2822842,3283649,367228,279,1592282,1464338,51025,183,6485628,16.4,6473998,21.1,3107828,53.2,,,,
2021-04-01,CO,COA,Colorado,5758736,Report,3459750,2746030,60078,47685,1324789,1360132,60395,714,1756207,30.5,16.8,1748175,38.9,2736772,60828,76897,654842,77.7,1187181,140926,410696,968807,967582,21.5,1634800,1698450,126500,0,462046,506587,59517,174,461938,505470,59416,174,258758,263531,8331,96,1028324,17.9,1026998,22.8,530716,63,,,,
2021-04-01,CT,CTA,Connecticut,3565287,Report,2484595,1992899,69688,55897,870204,1073106,49448,141,1284258,36,19.5,1282198,45.2,1989968,70122,87552,528839,83.9,953370,151270,394227,694213,693457,24.4,1105600,1283295,95700,0,299759,394434,49351,20,299589,393848,49315,20,159214,253234,6050,13,743564,20.9,742772,26.2,418511,66.4,,,,
