Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-10,US,USA,United States,331996199,Report,454332805,378569717,136849,114028,147791051,215801105,14613451,364110,208704230,62.9,49.3,194767924,75.4,353726311,136965,175921,50675282,92.6,96276101,176018,830642,163567369,152861544,59.2,183310800,249511155,21491500,19350,66608458,96782513,14406820,101667,66114555,86473974,14287535,99812,21294485,21473046,2222160,44288,177899458,53.6,166975876,64.7,45033979,82.3,96276101,283545812,378210064,133386,160233,208474575,73.5,163439265,57.6,177767141,62.7,66604530,96657122,14403882,101607,378210064,34,1641393,,,,
2021-09-10,AK,AKA,Alaska,731545,Report,988195,752270,135083,102833,303621,415951,32385,313,406535,55.6,44.1,376755,68.3,699266,126779,179163,77956,85.1,149645,163389,1078960,322683,299698,54.3,407540,521355,59300,0,137839,184593,30150,57,137460,161993,30017,53,40705,29235,2981,26,352639,48.2,329523,59.7,72947,79.6,142971,608877,750123,123198,162298,405207,66.5,321872,52.9,351826,57.8,137835,183786,30148,57,701729,,,,,,
2021-09-10,AL,ALA,Alabama,4903185,Report,6388850,4287769,130300,87449,1908351,2244052,135358,8,2504656,51.1,37.1,2378156,62.3,4079492,106936,167472,726229,85.5,1316780,154945,751774,1819975,1737901,45.6,2875020,3232530,281300,0,839186,979562,137765,346,838792,897884,137685,345,330348,259723,34198,219,1956859,39.9,1874706,49.1,624488,73.5,1270516,4186880,4287371,102400,152592,2504272,59.8,1819927,43.5,1956802,46.7,839174,979526,137756,346,4142923,,,,,,
2021-09-10,AR,ARA,Arkansas,3017804,Report,3851970,2890656,127641,95787,1266631,1526191,95396,2438,1639387,54.3,40.3,1528041,65.9,2698739,116443,166202,442466,84.5,816857,155924,735274,1214935,1135196,49,1705400,1967670,178900,0,562454,651328,93582,626,561418,572674,93075,607,213577,147128,13959,360,1307990,43.3,1227774,53,375024,71.6,780097,2557248,2885455,112834,150630,1635608,64,1213570,47.5,1306508,51.1,562447,649971,93465,625,2800381,,,,,,
2021-09-10,AS,ASA,American Samoa,55689,Report,62040,58459,111404,104974,14841,43071,546,1,32387,58.2,46.9,27214,62.7,49692,114564,143032,2821,29.9,5274,55892,657482,26113,22551,52,15600,45840,600,0,6489,19623,554,0,6475,16075,553,0,1051,1473,25,0,26666,47.9,23103,53.3,2549,27,5274,47557,58444,122893,130454,32377,68.1,26108,54.9,26661,56.1,6488,19619,554,0,58444,,,,,,
2021-09-10,AZ,AZA,Arizona,7278717,Report,9549970,7942312,131204,109117,3264033,4385861,280834,11584,4205103,57.8,45.8,3919899,69.5,7418297,131566,169371,1153123,88.1,2298007,175604,729767,3330811,3104613,55.1,3940940,5178030,431000,0,1414348,1911162,271685,3614,1413827,1685533,271287,3573,494515,464488,45029,1920,3600809,49.5,3374220,59.8,1005952,76.9,2162713,6206060,7941277,127960,153881,4204194,67.7,3330679,53.7,3600444,58,1414324,1911056,271451,3613,7451535,,,,,,
2021-09-10,BP2,BP2,Bureau of Prisons,0,Report,230980,220908,0,0,89297,120534,11077,0,119065,0,0,119063,0,220906,0,0,3505,0,6814,0,0,101437,101437,0,96360,124020,10600,0,43065,58331,11049,0,43065,58331,11048,0,1656,1623,160,0,112445,0,112444,0,3439,0,6814,0,220906,0,0,119063,0,101437,0,112444,0,43065,58331,11048,0,220906,,,,,,
2021-09-10,CA,CAA,California,39512223,Report,56498335,48873266,142990,123692,18931500,28129318,1799905,12543,27602470,69.9,52.4,25546600,83.4,45193945,147608,184529,5738386,98.3,10427764,178615,967750,20701256,19083853,62.3,22335780,31546755,2615800,0,8319644,12363833,1788348,3821,8294530,10771871,1780966,3574,2349923,2102557,179947,1231,22475646,56.9,20850941,68.1,4633658,79.4,10158354,33646265,48744288,144873,167919,27522410,81.8,20652928,61.4,22426984,66.7,8319218,12315942,1788011,3813,47840146,,,,,,
2021-09-10,CO,COA,Colorado,5758736,Report,7923665,6940952,137594,120529,2773240,3903569,259522,4621,3695976,64.2,53.4,3427560,76.2,6440996,143158,176112,761442,90.4,1493975,177345,940593,3074283,2845275,63.2,3201280,4382085,340300,0,1283794,1787181,255193,1397,1280167,1561878,254024,1349,340015,330834,23280,487,3327565,57.8,3097418,68.8,694616,82.5,1450021,4936061,6920891,140211,160526,3684164,74.6,3066225,62.1,3319484,67.2,1283779,1779139,255170,1396,6711646,,,,,,
2021-09-10,CT,CTA,Connecticut,3565287,Report,5436235,4889101,152477,137131,1831616,2855976,200608,901,2655180,74.5,61.3,2458021,86.6,4524851,159447,191562,619257,98.3,1203412,190944,862560,2185604,2023140,71.3,2212200,2974035,250000,0,860211,1324386,199840,314,859828,1162382,199669,249,227840,329301,20025,68,2384751,66.9,2222128,78.3,577234,91.6,1173415,3105947,4887388,157356,175027,2653858,85.4,2185217,70.4,2384284,76.8,860006,1324206,199760,312,4806490,,,,,,
