Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-03,US,USA,United States,331996199,Report,447619715,373516809,134827,112506,146379359,212319148,14460971,357331,206461869,62.2,48.6,192852982,74.7,349442806,135307,173321,50471424,92.3,95596611,174776,818369,161338373,151081673,58.5,181509920,244599045,21491400,19350,65942167,95227588,14268555,99715,65463559,85331036,14152095,97941,21215618,21371543,2212453,43434,175538025,52.9,165044631,63.9,44843048,82,95596611,283545812,373158338,131604,157865,206232981,72.7,161210632,56.9,175406119,61.9,65938304,95102513,14265643,99658,373158338,34,1245003,,,,
2021-09-03,AK,AKA,Alaska,731545,Report,974085,735293,133154,100512,299006,405085,30995,207,399260,54.6,43.5,370448,67.2,684543,124110,176605,77538,84.7,147536,161087,1063550,318201,296368,53.7,403960,510825,59300,0,136781,181189,29058,53,136404,159739,28930,49,40583,29074,2904,24,347081,47.4,325122,58.9,72585,79.3,140924,608877,733207,120420,159981,397972,65.4,317406,52.1,346284,56.9,136777,180398,29056,53,687273,,,,,,
2021-09-03,AL,ALA,Alabama,4903185,Report,6259550,4178419,127663,85218,1866277,2177980,134156,6,2461343,50.2,36,2340105,61.3,3983219,104413,164083,721712,84.9,1301725,153173,736559,1765078,1690537,44.3,2813580,3164670,281300,0,815900,948057,136585,334,815523,873895,136505,333,326959,257450,34024,210,1900876,38.8,1826256,47.9,618643,72.8,1255786,4186880,4178024,99788,149504,2460961,58.8,1765032,42.2,1900821,45.4,815888,948023,136576,334,4035445,,,,,,
2021-09-03,AR,ARA,Arkansas,3017804,Report,3777150,2834345,125162,93921,1246372,1491438,94441,2094,1619513,53.7,39.2,1510991,65.2,2651607,114409,162973,440524,84.1,809507,154521,720993,1182472,1108993,47.8,1677380,1920870,178900,0,549285,632166,92649,541,548267,559745,92151,524,211377,145890,13846,316,1274641,42.2,1200687,51.8,371429,70.9,772956,2557248,2829158,110633,147704,1615745,63.2,1181110,46.2,1273162,49.8,549278,630812,92532,540,2745012,,,,,,
2021-09-03,AS,ASA,American Samoa,55689,Report,58530,56896,105102,102167,14226,42124,545,1,31454,56.5,45.8,26707,61.6,48891,112717,134939,2799,29.7,5246,55596,620284,25486,22257,51.3,15600,42330,600,0,6322,19163,553,0,6308,15948,552,0,1048,1470,25,0,26038,46.8,22808,52.6,2543,26.9,5246,47557,56882,119608,123073,31445,66.1,25481,53.6,26033,54.7,6321,19159,553,0,56882,,,,,,
2021-09-03,AZ,AZA,Arizona,7278717,Report,9466190,7855715,130053,107927,3236714,4329206,278526,11269,4165994,57.2,45.3,3887766,69,7346559,130293,167885,1149830,87.9,2286477,174723,723365,3293750,3075236,54.5,3925020,5110170,431000,0,1401079,1887586,269499,3508,1400572,1669621,269105,3471,492824,462805,44786,1864,3561672,48.9,3342769,59.3,1002279,76.6,2151774,6206060,7854707,126565,152531,4165110,67.1,3293620,53.1,3561309,57.4,1401055,1887482,269265,3507,7369588,,,,,,
2021-09-03,BP2,BP2,Bureau of Prisons,0,Report,227940,217965,0,0,88106,119080,10779,0,117626,0,0,117624,0,217963,0,0,3485,0,6775,0,0,100015,100015,0,95660,121680,10600,0,42229,57750,10753,0,42229,57750,10752,0,1652,1616,152,0,110732,0,110731,0,3420,0,6775,0,217963,0,0,117624,0,100015,0,110731,0,42229,57750,10752,0,217963,,,,,,
2021-09-03,CA,CAA,California,39512223,Report,55795425,48331013,141211,122319,18793654,27740175,1784685,12499,27368201,69.3,51.8,25349509,82.8,44740779,146128,182233,5717987,97.9,10356894,177401,955710,20454480,18888695,61.7,22219040,30960585,2615800,0,8258040,12179885,1773348,3807,8232958,10639502,1765979,3560,2342762,2093159,178667,1229,22215080,56.2,20641999,67.4,4615817,79.1,10088872,33646265,48202141,143261,165829,27288230,81.1,20406168,60.6,22166437,65.9,8257616,12132007,1773015,3799,47312182,,,,,,
2021-09-03,CO,COA,Colorado,5758736,Report,7901915,6866075,137216,119229,2751406,3853692,256467,4510,3666194,63.7,52.9,3401474,75.6,6375644,141706,175629,759235,90.1,1481508,175865,938011,3045446,2822128,62.7,3218140,4343475,340300,0,1276177,1766231,252278,1371,1272556,1546599,251111,1324,339140,329583,23054,481,3296057,57.2,3071590,68.3,692258,82.2,1437796,4936061,6846030,138694,160085,3654390,74,3037396,61.5,3287984,66.6,1276162,1758197,252255,1370,6641080,,,,,,
2021-09-03,CT,CTA,Connecticut,3565287,Report,5369695,4848365,150610,135988,1820108,2828287,199090,880,2636820,74,60.8,2442391,86.1,4491005,158254,189217,617490,98,1197766,190048,852003,2167296,2008966,70.8,2185440,2934255,250000,0,854770,1311580,198360,307,854388,1153707,198191,244,227307,328591,19938,65,2365017,66.3,2206530,77.8,575901,91.4,1167872,3105947,4846668,156045,172884,2635511,84.9,2166911,69.8,2364554,76.1,854565,1311401,198282,306,4766310,,,,,,
