Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Additional_Doses_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-10-05,US,USA,United States,331996199,Report,479356915,397718055,144386,119796,152207170,230023148,15087687,400050,215737487,65,51.6,200990974,77.8,370822659,143585,185610,51649536,94.4,100843102,184368,876393,171287972,159280704,61.7,189424400,266854065,23059100,19350,68802010,102280691,14867490,109955,68723322,90355099,14840170,107788,21873678,21666527,2172908,47964,186060146,56,174026379,67.4,45761077,83.7,100843102,283545812,397353604,140137,169058,215505090,76,171158392,60.4,185927520,65.6,68798574,102154640,14864422,109884,397353604,40,6008449,3.2,5023610,5.4,5989227,3.4,3853591,8.4,1405102,4591231,8538,3578,,,,
2021-10-05,AK,AKA,Alaska,731545,Report,1077805,804032,147333,109909,315333,453737,34471,491,421543,57.6,46.6,390107,70.7,745933,135240,195410,79282,86.6,159021,173626,1176800,340642,314589,57,426940,583365,67500,0,142323,198024,32149,67,141936,172366,32014,62,41167,29894,3092,28,372563,50.9,346378,62.8,74181,81,152100,608877,801809,131687,177015,420200,69,339778,55.8,371697,61,142319,197164,32147,67,748307,,,,,,,,,,,,,,,,,
2021-10-05,AL,ALA,Alabama,4903185,Report,6742810,4584378,137519,93498,2012667,2432964,138682,65,2597448,53,40.2,2460927,64.5,4347635,113965,176750,737154,86.7,1373888,161665,793424,1972206,1872062,49.1,3013360,3424050,305400,0,903124,1067586,140816,399,902703,967866,140736,398,338523,266362,34402,259,2111925,43.1,2011703,52.7,639546,75.3,1326489,4186880,4583952,109484,161046,2597052,62,1972143,47.1,2111855,50.4,903113,1067535,140808,399,4432919,,,,,,,,,,,,,,,,,
2021-10-05,AR,ARA,Arkansas,3017804,Report,4117320,3057792,136434,101325,1314006,1641740,99149,2897,1690762,56,42.8,1573446,67.9,2849225,122936,177651,449235,85.8,855503,163301,785925,1291304,1201059,51.8,1795600,2128320,193400,0,591530,698399,97281,727,590467,609274,96769,701,217283,152049,14169,413,1387937,46,1297211,56,383914,73.3,817977,2557248,3052553,119369,161006,1686951,66,1289934,50.4,1386449,54.2,591522,697039,97163,725,2964111,,,,,,,,,,,,,,,,,
2021-10-05,AS,ASA,American Samoa,55689,Report,66550,62461,119503,112160,16414,45500,546,1,34269,61.5,50.7,28512,65.7,52050,120000,153429,2872,30.4,5366,56867,705278,28212,23593,54.4,16600,49350,600,0,7244,20966,554,0,7229,16362,553,0,1082,1482,25,0,28764,51.7,24144,55.7,2589,27.4,5366,47557,62444,131303,139937,34259,72,28205,59.3,28757,60.5,7243,20960,554,0,62444,,,,,,,,,,,,,,,,,
2021-10-05,AZ,AZA,Arizona,7278717,Report,9983880,8315638,137165,114246,3356934,4654085,290570,14049,4340566,59.6,47.7,4035841,71.6,7748086,137414,177067,1168586,89.3,2395524,183055,762924,3468335,3218903,57.1,4048540,5477640,457700,0,1458781,2003157,280863,4207,1458205,1754363,280453,4158,500103,476036,45883,2242,3747008,51.5,3497179,62,1024264,78.3,2255558,6206060,8314539,133975,160873,4339610,69.9,3468189,55.9,3746628,60.4,1458756,2003038,280628,4206,7803598,,,,,,,,,,,,,,,,,
2021-10-05,BP2,BP2,Bureau of Prisons,0,Report,250090,229479,0,0,92500,125327,11652,0,122843,0,0,122841,0,229477,0,0,3539,0,6920,0,0,105983,105983,0,108220,129870,12000,0,44810,61122,11619,0,44810,61122,11618,0,1672,1647,170,0,117551,0,117550,0,3489,0,6920,0,229477,0,0,122841,0,105983,0,117550,0,44810,61122,11618,0,229477,,,,,,,,,,,,,,,,,
2021-10-05,CA,CAA,California,39512223,Report,58979155,51250507,149268,129708,19487278,29881657,1868207,13365,28542080,72.2,54.8,26360568,86.1,47299144,154484,192632,5865676,99.9,10954671,187641,1010240,21644609,19882331,64.9,22609860,33585795,2783500,0,8579099,13043864,1855326,4003,8553687,11307350,1847840,3738,2388250,2158221,185407,1264,23482292,59.4,21712615,70.9,4733142,81.1,10678501,33646265,51120731,151936,175292,28461494,84.6,21596017,64.2,23433352,69.6,8578669,12995714,1854975,3994,50167488,,,,,,,,,,,,,,,,,
2021-10-05,CO,COA,Colorado,5758736,Report,8254105,7259806,143332,126066,2845438,4138927,270388,5053,3796452,65.9,55.2,3517448,78.2,6734394,149679,183456,772113,91.7,1586897,188375,979818,3179510,2935988,65.3,3283000,4599705,371400,0,1309646,1865725,265696,1486,1305998,1625956,264500,1433,342892,340129,24005,521,3442553,59.8,3197887,71.1,707547,84,1541647,4936061,7239667,146669,167220,3784597,76.7,3171417,64.2,3434435,69.6,1309629,1857650,265671,1485,7018913,,,,,,,,,,,,,,,,,
2021-10-05,CT,CTA,Connecticut,3565287,Report,5683545,5104277,159413,143166,1874263,3022948,206099,967,2737025,76.8,63.4,2530607,89.2,4717249,166226,200277,634005,99.9,1269709,201463,901801,2260332,2084422,73.5,2276720,3140625,266200,0,879821,1379248,205284,340,879431,1203820,205110,261,229643,332431,20473,71,2464693,69.1,2288622,80.6,582618,92.4,1238212,3105947,5102547,164283,182989,2735691,88.1,2259940,72.8,2464221,79.3,879616,1379064,205204,337,5018281,,,,,,,,,,,,,,,,,
2021-10-05,DC,DCA,District of Columbia,705749,Report,1228225,1009395,174031,143025,377926,600029,30998,442,503628,71.4,55.6,479177,83,970399,168011,212650,82280,94.2,192129,219971,1406210,392572,375182,65,477760,694665,55800,0,155414,236443,34775,263,155351,219136,34754,245,39521,31177,2505,40,426895,60.5,409486,70.9,73243,83.9,168676,609754,1009302,165526,201430,503515,82.6,392525,64.4,426845,70,155408,236405,34772,260,912881,,,,,,,,,,,,,,,,,
2021-10-05,DD2,DD2,Dept of Defense,0,Report,5431580,5757605,0,0,2070666,3425905,252100,8934,3162467,0,0,3000617,0,5463526,0,0,218436,0,414283,0,0,2171511,2046856,0,1892480,3341700,197400,0,817126,1353980,220043,22,816986,1229467,219868,22,53934,91859,7250,0,2391171,0,2266343,0,153043,0,414283,0,5757362,0,0,3162282,0,2171466,0,2391105,0,817111,1353950,220022,22,5757362,,,,,,,,,,,,,,,,,
2021-10-05,DE,DEA,Delaware,973764,Report,1563375,1210173,160550,124278,465243,692795,50875,1260,648821,66.6,52.8,608295,79,1130559,146789,202985,185052,98,359987,190564,827594,513768,479780,62.3,619860,877515,66000,0,206844,306230,50343,455,206729,272361,50301,452,67847,87909,9259,249,563872,57.9,529843,68.8,165264,87.5,343236,839807,1209966,144077,186159,648649,77.2,513733,61.2,563828,67.1,206840,306199,50334,455,1171999,,,,,,,,,,,,,,,,,
2021-10-05,FL,FLA,Florida,21477737,Report,33166945,27130511,154425,126319,10129171,15698139,1208836,94365,14461265,67.3,52.3,13640384,79.1,25628493,148590,192297,4352428,96.8,8906683,198043,737480,11239124,10584329,61.4,12881720,18485025,1800200,0,4416105,6785789,1191049,28346,4414512,6132813,1189546,28163,1847998,1750212,197940,17279,12421289,57.8,11765034,68.2,3813429,84.8,8579126,18696028,27121522,145066,177401,14453189,77.3,11238199,60.1,12419578,66.4,4415423,6785550,1190262,28343,26319345,,,,,,,,,,,,,,,,,
2021-10-05,FM,FMA,Federated States of Micronesia,103643,Report,86370,73107,83334,70537,60260,1201,11646,0,44854,43.3,26.8,44170,54.7,71925,89098,106992,3512,20,5739,32680,491828,27806,27305,33.8,72600,2970,10800,0,27131,631,11113,1,27126,135,11090,1,2161,7,1038,0,38876,37.5,38352,47.5,3206,18.3,5739,88509,73092,82581,97583,44840,50.7,27805,31.4,38867,43.9,27130,631,11105,1,73092,,,,,,,,,,,,,,,,,
2021-10-05,GA,GAA,Georgia,10617423,Report,14605945,10744528,137566,101197,4316300,6144790,274882,8556,5850414,55.1,43.2,5462110,67.3,10076696,124196,180019,1327140,87.5,2641423,174127,962847,4585559,4305307,53.1,6075540,7893405,637000,0,1906773,2672572,273012,2784,1905989,2393328,272596,2613,636364,490947,32251,1325,4855141,45.7,4574526,56.4,1160887,76.5,2568588,8988102,10741858,119512,162503,5848133,65.1,4585125,51,4854605,54,1906718,2672198,272909,2780,10360828,,,,,,,,,,,,,,,,,
2021-10-05,GU,GUA,Guam,165768,Report,239170,237518,144280,143283,77741,149816,9925,36,128461,77.5,63.6,115141,89.2,213079,165032,185239,16230,57.8,31445,111956,851533,105509,94455,73.2,74200,145470,19500,0,36146,69335,9341,0,36132,58295,9335,0,6249,8398,519,0,114822,69.3,103762,80.4,15166,54,30379,141562,237479,167756,168951,128433,90.7,105498,74.5,114810,81.1,36145,69325,9340,0,218213,,,,,,,,,,,,,,,,,
2021-10-05,HI,HIA,Hawaii,1415872,Report,2353000,1894214,166187,133784,619389,1131542,49311,93972,1090632,77,54.8,1014934,90.9,1772684,158842,210842,278392,99.9,516174,192281,876520,775260,727777,65.2,891500,1365000,96500,0,269042,487980,50005,18091,268440,441118,49843,18074,96014,125117,9799,1414,825118,58.3,777475,69.7,232344,86.6,492383,1211109,1889609,156023,194285,1086810,89.7,773779,63.9,823602,68,268992,486561,49969,18080,1686500,,,,,,,,,,,,,,,,,
2021-10-05,IA,IAA,Iowa,3155070,Report,4290915,3500405,136001,110945,1387663,1966498,145907,337,1841861,58.4,49.7,1726399,71.1,3282389,135176,176710,509685,92.2,1037194,187573,775999,1569295,1468588,60.5,1699260,2382855,208800,0,665981,902537,143656,240,665794,802022,143581,239,257923,219204,13363,108,1712414,54.3,1611636,66.4,490598,88.7,1003611,2676281,3500350,130792,160331,1841771,68.8,1569270,58.6,1712387,64,665974,902519,143654,240,3435527,,,,,,,,,,,,,,,,,
2021-10-05,ID,IDA,Idaho,1787065,Report,2239990,1590796,125345,89017,645082,877526,66065,2123,847556,47.4,38.4,845243,63.1,1589630,118730,167305,251679,86.6,507485,174591,770630,685520,684059,51.1,894940,1230750,114300,0,292542,392004,65756,522,292521,390566,65734,520,108110,115853,11057,220,750824,42,749341,56,235240,80.9,483222,1495407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
2021-10-05,IH2,IH2,Indian Health Svc,2082813,Report,2125005,1655095,102026,79464,822705,800023,32364,3,907520,43.6,34.6,829588,0,1514938,0,0,156304,0,295190,0,0,720645,658648,0,1019720,1020585,84700,0,364888,355640,32229,0,364587,293949,32173,0,73983,53969,3112,0,752757,36.1,690709,0,131064,0,295190,0,1654473,0,0,907097,0,720483,0,752575,0,364813,355554,32208,0,1654473,,,,,,,,,,,,,,,,,
2021-10-05,IL,ILA,Illinois,12671821,Report,18005425,15484999,142090,122200,5597648,9315212,552312,19827,8724711,68.9,49.6,8060483,81.8,14330030,145424,182723,1960691,96,3674680,179846,881223,6287092,5809777,59,6821880,10290945,892600,0,2391471,3886566,540402,6406,2384951,3415884,537946,6313,723774,802590,74630,2982,6824845,53.9,6345094,64.4,1603976,78.5,3574205,10837805,15443537,142497,166135,8698727,80.3,6272530,57.9,6810254,62.8,2391427,3872048,540373,6406,15196106,,,,,,,,,,,,,,,,,
2021-10-05,IN,INA,Indiana,6732219,Report,8406060,6839742,124863,101597,2508800,4050919,255688,24335,3535855,52.5,45,3320303,64.3,6432947,124567,162774,942280,86.8,1972273,181652,774222,3028787,2844380,55.1,3194760,4755300,456000,0,1174792,1844479,251238,7288,1174508,1660461,251000,7216,447743,431681,28836,3590,3277797,48.7,3093185,59.9,911850,84,1936177,5705039,6839271,119881,147344,3535466,62,3028655,53.1,3277647,57.5,1174777,1844364,251218,7288,6754243,,,,,,,,,,,,,,,,,
2021-10-05,KS,KSA,Kansas,2913314,Report,3915075,3123280,134386,107207,1233619,1780928,107463,1270,1756467,60.3,47.9,1636864,74,2912334,131597,176907,470545,99,870285,183030,823382,1396029,1299157,58.7,1590020,2137155,187900,0,574815,820157,105803,446,574494,723659,105703,398,193036,193042,17109,207,1501221,51.5,1404254,63.5,403394,84.8,833711,2451697,3123136,127387,159688,1756328,71.6,1396011,56.9,1501195,61.2,574807,820147,105795,446,2989580,,,,,,,,,,,,,,,,,
2021-10-05,KY,KYA,Kentucky,4467673,Report,5832255,5006646,130543,112064,2075737,2728658,201272,979,2732721,61.2,48.5,2567220,74.1,4708481,135895,168329,703883,93.8,1349312,179773,777050,2165698,2033447,58.7,2511240,3031515,289500,0,944706,1218840,198323,1212,944487,1086848,198202,1174,287489,304530,38070,627,2363081,52.9,2230711,64.4,630716,84,1311901,3806167,5005489,131510,153232,2732301,71.8,2165655,56.9,2363010,62.1,944694,1218811,198295,1210,4911075,,,,,,,,,,,,,,,,,
2021-10-05,LA,LAA,Louisiana,4648794,Report,5838910,4584827,125601,98624,1912835,2511672,158448,1872,2420324,52.1,42.6,2283313,64.1,4340003,121870,163961,643123,86.8,1318980,177995,787954,1980514,1874163,52.6,2522240,3067170,249500,0,869515,1109379,150885,781,869059,1003496,150732,773,290568,299581,21099,164,2130560,45.8,2024060,56.8,611412,82.5,1267310,3923318,4584469,116852,148826,2420048,61.7,1980426,50.5,2130451,54.3,869495,1109311,150864,781,4443857,,,,,,,,,,,,,,,,,
2021-10-05,MA,MAA,Massachusetts,6892503,Report,11027240,9899821,159989,143632,3804486,5758851,336168,316,5368190,77.9,63.3,4976937,89.8,9180369,165720,199058,1184103,99.9,2245690,192049,943038,4366094,4036600,72.9,4392800,6172140,462300,0,1743206,2620837,338087,123,1737907,2296672,336871,106,470903,501521,68816,40,4702253,68.2,4371556,78.9,1041280,89,2182863,6016745,9871191,164062,183276,5351350,88.9,4354570,72.4,4690721,78,1743198,2609321,338079,123,9731761,,,,,,,,,,,,,,,,,
2021-10-05,MD,MDA,Maryland,6045680,Report,10081710,8042613,166759,133031,2967121,4766252,298088,11152,4291953,71,59.7,3962537,84.1,7423914,157587,214004,926399,96.6,1821171,189825,1050840,3606992,3321848,70.5,3818480,5807430,455800,0,1387909,2212126,292464,3041,1387459,1927584,292261,2923,411741,404088,52618,821,3895540,64.4,3610227,76.6,869268,90.6,1772303,5162887,8042027,155766,195273,4291336,83.1,3606815,69.9,3895331,75.4,1387872,2211989,292431,3039,7793471,,,,,,,,,,,,,,,,,
2021-10-05,ME,MEA,Maine,1344212,Report,2162390,1836891,160867,136652,742533,975591,117701,1066,1000500,74.4,60.1,941984,86,1725109,157491,197412,283889,99.5,547081,191780,758028,808461,756516,69.1,905080,1139310,118000,0,351589,456133,116152,257,351532,404279,116081,230,121706,122192,22873,110,924131,68.7,872122,79.6,266881,93.6,529603,1184936,1836770,155010,182490,1000390,84.4,808446,68.2,924096,78,351583,456124,116132,257,1785682,,,,,,,,,,,,,,,,,
2021-10-05,MH,MHA,Marshall Islands,58413,Report,53740,40781,92000,69815,38679,0,2102,0,22807,39,30.6,22721,49.9,40668,89386,118118,1310,13.2,2360,23846,542993,17875,17843,39.2,40500,2340,10900,0,17855,13,2094,0,17825,11,2086,0,1043,0,97,0,19962,34.2,19922,43.8,1140,11.5,2360,49884,40750,81690,107730,22784,45.7,17867,35.8,19952,40,17847,13,2092,0,40750,,,,,,,,,,,,,,,,,
2021-10-05,MI,MIA,Michigan,9986857,Report,13623280,10788794,136412,108030,4203550,6212819,370809,1616,5736297,57.4,48.9,5401987,68.9,10159667,129539,173702,1570870,89,3112776,176321,771682,4884735,4592779,58.6,5631640,7310640,681000,0,2002839,2879448,377110,868,2002201,2588219,376834,810,740886,675980,66933,509,5260265,52.7,4968064,63.3,1484308,84.1,3018685,8595002,10788298,125518,158502,5735862,66.7,4884634,56.8,5260146,61.2,2002818,2879369,377092,867,10574487,,,,,,,,,,,,,,,,,
2021-10-05,MN,MNA,Minnesota,5639632,Report,7895860,6731771,140007,119365,2491235,3942722,295701,2113,3594949,63.7,53.2,3335623,76.9,6233763,143752,182080,877930,95.4,1737474,188777,857889,2999087,2763017,63.7,3015160,4503300,377400,0,1169510,1827278,296195,711,1167410,1593345,295666,686,346969,432588,48256,166,3293694,58.4,3057107,70.5,827979,90,1658290,4778088,6712242,140480,165251,3583780,75,2991010,62.6,3285598,68.8,1169498,1819215,296174,711,6537161,,,,,,,,,,,,,,,,,
2021-10-05,MO,MOA,Missouri,6137428,Report,7871555,6394239,128255,104184,2298846,3885438,208132,1823,3389740,55.2,44.9,3185757,66.8,6014915,126182,165131,922953,86.9,1840913,173338,741175,2757508,2589960,54.3,3098720,4447035,325800,0,1051096,1704608,209432,419,1050739,1537510,209196,348,382312,420659,37384,148,2965555,48.3,2797793,58.7,840503,79.1,1751099,5235715,6393805,122119,150343,3389328,64.7,2757458,52.7,2965481,56.6,1051084,1704570,209408,419,6185349,,,,,,,,,,,,,,,,,
2021-10-05,MP,MPA,Northern Mariana Islands,56882,Report,86200,70448,151542,123849,9640,60016,792,0,35860,63,58.8,31411,70.9,61851,139606,194565,2930,30.4,6077,63053,894376,33461,29309,66.2,20200,63300,2700,0,4585,28874,795,0,4584,24723,795,0,468,2320,90,0,34254,60.2,30102,67.9,2878,29.9,6077,48576,70448,145026,177454,35860,73.8,33461,68.9,34254,70.5,4585,28874,795,0,70448,,,,,,,,,,,,,,,,,
2021-10-05,MS,MSA,Mississippi,2976149,Report,3854185,2818650,129502,94708,1156242,1587639,73153,1616,1502743,50.5,41.5,1409608,61.9,2653384,116501,169224,411730,84.6,819044,168288,791913,1235795,1163101,51.1,1607980,2071005,175200,0,524072,710636,72685,377,523792,638239,72603,364,195637,169759,16582,181,1307770,43.9,1234998,54.2,382159,78.5,792798,2521425,2818378,111777,152857,1502519,59.6,1235735,49,1307700,51.9,524062,710586,72675,377,2720972,,,,,,,,,,,,,,,,,
2021-10-05,MT,MTA,Montana,1068778,Report,1366845,1104749,127889,103366,468725,587718,47379,927,589084,55.1,44.5,555671,66.1,1043748,124228,162683,180182,87.3,356640,172760,662112,475741,448915,53.4,571960,716985,77900,0,214809,260227,46148,273,214704,233515,46106,270,80213,77512,9175,151,521457,48.8,494595,58.9,167051,80.9,332798,917598,1104552,120374,148959,588940,64.2,475702,51.8,521413,56.8,214790,260207,46143,273,1028279,,,,,,,,,,,,,,,,,
