Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-05-28,US,USA,United States,331996199,Report,362375765,292099778,109151,87983,123479196,157783315,10621136,216131,166388129,50.1,37.1,160488372,62.2,284139176,110076,140385,46860335,85.7,86985256,159031,662516,123039601,121046398,46.9,150436780,190964085,20974900,0,54244825,68735221,10495883,56615,54075194,66789110,10454803,56364,19553148,19337431,1807063,24473,133532544,40.2,131375472,50.9,40722115,74.5,86985256,280216744,291974892,104196,129320,166269449,59.3,123033460,43.9,133523837,47.7,54241673,68731327,10494249,56588,291974892,,,,
2021-05-28,AK,AKA,Alaska,731545,Report,806055,607946,110185,83104,266531,321105,20217,93,335110,45.8,36.5,320017,58,586255,106290,146140,73116,79.8,137779,150433,880088,266946,260339,47.2,348880,398775,58400,0,122706,144212,18813,28,122405,137906,18731,28,39016,27407,2047,15,285759,39.1,279070,50.6,68485,74.8,132128,608877,607340,99748,132384,334501,54.9,266942,43.8,285753,46.9,122704,144210,18811,28,581576,,,,
2021-05-28,AL,ALA,Alabama,4903185,Report,4523700,3016803,92260,61527,1455595,1462914,98294,0,1763553,36,27.1,1743295,45.7,2988370,78335,118580,645628,76,1149353,135244,532302,1328874,1320134,34.6,2044520,2204280,274900,0,651597,677189,100364,88,651416,668630,100318,88,294223,231184,28510,54,1429238,29.1,1420452,37.2,553971,65.2,1105774,4186880,3016507,72047,108045,1763258,42.1,1328860,31.7,1429220,34.1,651589,677183,100360,88,2889401,,,,
2021-05-28,AR,ARA,Arkansas,3017804,Report,2748130,2058874,91064,68224,972642,1019740,65961,531,1183172,39.2,28.7,1152893,49.7,2017272,87040,118574,396937,75.8,719876,137412,524570,865554,854186,36.9,1223120,1349010,176000,0,431281,434145,64408,128,430631,423432,64086,123,191653,128759,10333,85,929962,30.8,918272,39.6,330830,63.1,685332,2557248,2056680,80426,107464,1181045,46.2,865511,33.8,929812,36.4,431277,434106,64301,128,1981490,,,,
2021-05-28,AS,ASA,American Samoa,55689,Report,54030,42511,97021,76336,10226,32259,26,0,23419,42.1,34.5,22528,51.9,40963,94304,124387,2547,26.9,4742,50090,570719,19217,18564,42.7,15600,37830,600,0,4421,14796,34,0,4409,14155,34,0,910,1368,7,0,19251,34.6,18598,42.8,2285,24.1,4742,47557,42509,89385,113611,23418,49.2,19216,40.4,19250,40.5,4420,14796,34,0,42509,,,,
2021-05-28,AZ,AZA,Arizona,7278717,Report,7761545,5906194,106633,81143,2586187,3129326,186301,4380,3339450,45.9,33.2,3231544,57.3,5754825,102063,137653,1074439,82.1,2020683,154412,593103,2413329,2374290,42.1,3222920,4117425,421200,0,1086411,1325488,179360,1430,1086161,1286703,179252,1426,443367,420803,33822,876,2592689,35.6,2553542,45.3,898868,68.7,1891661,6206060,5905776,95161,125064,3339117,53.8,2413293,38.9,2592619,41.8,1086398,1325465,179326,1430,5495037,,,,
2021-05-28,BP2,BP2,Bureau of Prisons,0,Report,188510,180981,0,0,73030,101724,6227,0,100203,0,0,100202,0,180980,0,0,3240,0,6130,0,0,79912,79912,0,76320,101790,10400,0,32481,47431,6195,0,32481,47431,6195,0,1414,1440,81,0,86107,0,86107,0,2935,0,6130,0,180980,0,0,100202,0,79912,0,86107,0,32481,47431,6195,0,180980,,,,
2021-05-28,CA,CAA,California,39512223,Report,46788790,37874433,118416,95855,15976373,20560636,1332419,5005,22205874,56.2,39.1,21232573,69.3,36549638,119375,152817,5281182,90.5,9403977,161079,801437,15460223,15109666,49.3,19300180,24897210,2591400,0,6811605,8647214,1321428,1404,6795142,8313151,1316094,1373,2155757,1885430,138302,574,16781651,42.5,16425760,53.6,4180063,71.6,9154057,33646265,37836344,112453,139061,22168572,65.9,15459526,45.9,16780701,49.9,6811235,8646888,1321175,1403,37122720,,,,
2021-05-28,CO,COA,Colorado,5758736,Report,6671920,5550725,115857,96388,2409983,2950944,188249,1549,3090625,53.7,41.5,2951455,65.6,5358850,119106,148291,722085,85.7,1376839,163440,792002,2390371,2338315,52,2780880,3555240,335800,0,1092151,1297768,185734,452,1089588,1248281,184930,446,323052,307263,17049,193,2576105,44.7,2523245,56.1,647557,76.9,1335179,4936061,5544987,112336,135167,3084943,62.5,2390345,48.4,2576062,52.2,1092140,1297753,185717,452,5372706,,,,
2021-05-28,CT,CTA,Connecticut,3565287,Report,4513765,3992826,126603,111992,1582993,2255514,153955,364,2237802,62.8,48.5,2127522,75,3841128,135354,159056,587199,93.2,1125908,178646,716193,1728883,1690527,59.6,1837140,2428725,247900,0,723629,1005161,153946,93,723300,967140,153815,87,213156,312385,15782,25,1882829,52.8,1844342,65,541348,85.9,1096519,3105947,3991308,128505,145327,2236650,72,1728559,55.7,1882436,60.6,723433,1005033,153877,93,3915846,,,,
