Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-07-22,US,USA,United States,331996199,Report,391998625,339763765,118073,102340,137291239,189056672,13126443,289411,187216168,56.4,44.9,177054610,68.6,321713678,124570,151785,48813910,89.2,91682929,167621,716678,149222756,141469515,54.8,162084200,208410675,21484400,19350,62805275,86331314,12956474,81102,62443073,78858085,12870611,80102,20764067,20663837,2075402,35329,162174165,48.8,154251871,59.7,43538637,79.6,91682929,283545812,339414885,119704,138249,186993779,65.9,149097450,52.6,162045023,57.1,62801604,86208570,12953783,81066,339414885,24,,,,
2021-07-22,AK,AKA,Alaska,731545,Report,847575,689556,115861,94260,287316,374469,27594,177,371514,50.8,41.6,348152,63.1,647855,117458,153668,75434,82.4,142435,155517,925421,304384,286149,51.9,363940,424335,59300,0,133207,171133,25597,44,132839,153269,25475,41,40042,28500,2556,22,329981,45.1,311624,56.5,71120,77.7,136075,608877,687485,112910,139203,370236,60.8,303595,49.9,329190,54.1,133203,170348,25595,44,645131,,,,,
2021-07-22,AL,ALA,Alabama,4903185,Report,4945380,3494632,100861,71273,1610955,1765791,117882,4,2041288,41.6,31.5,1979656,51.9,3398068,89074,129634,679953,80,1212370,142659,581921,1542177,1505474,39.5,2278540,2385540,281300,0,736868,805134,120635,175,736605,768694,120573,175,310454,245472,31641,111,1662812,33.9,1626047,42.6,587678,69.2,1167768,4186880,3494310,83459,118116,2040963,48.7,1542145,36.8,1662774,39.7,736857,805113,120629,175,3360188,,,,,
2021-07-22,AR,ARA,Arkansas,3017804,Report,2918210,2354411,96700,78017,1085930,1185400,82434,647,1345766,44.6,32.9,1285406,55.5,2255977,97339,125913,413711,79,753537,143837,557036,994283,956308,41.3,1326040,1413270,178900,0,485599,508512,80589,172,484615,471534,80136,159,201603,134575,12523,96,1074872,35.6,1036444,44.7,348797,66.6,718067,2557248,2349418,91873,114115,1342143,52.5,992968,38.8,1073444,42,485593,507204,80476,171,2270643,,,,,
2021-07-22,AS,ASA,American Samoa,55689,Report,54930,50065,98637,89901,12301,37228,536,0,27845,50,40.1,25100,57.9,45830,105660,126640,2710,28.7,5074,53773,582132,22326,20842,48.1,15600,38730,600,0,5620,16706,542,0,5607,15235,541,0,1001,1437,24,0,22868,41.1,21383,49.3,2462,26.1,5074,47557,50057,105257,115504,27839,58.5,22324,46.9,22866,48.1,5619,16705,542,0,50057,,,,,
2021-07-22,AZ,AZA,Arizona,7278717,Report,8355310,6988716,114791,96016,2950492,3778923,251357,7944,3791136,52.1,41.4,3588582,63.6,6621629,117436,148184,1119132,85.5,2136866,163290,638476,3011995,2856277,50.7,3481760,4442550,431000,0,1311718,1697668,242461,2609,1311295,1542392,242110,2590,479672,446973,41789,1451,3254456,44.7,3098387,55,969885,74.1,2005265,6206060,6987884,112598,134631,3790381,61.1,3011894,48.5,3254125,52.4,1311697,1697588,242231,2609,6541283,,,,,
2021-07-22,BP2,BP2,Bureau of Prisons,0,Report,206410,198620,0,0,81980,107817,8823,0,107449,0,0,107448,0,198619,0,0,3366,0,6440,0,0,90095,90095,0,86640,109170,10600,0,39142,50953,8772,0,39142,50953,8772,0,1532,1501,117,0,98867,0,98867,0,3150,0,6440,0,198619,0,0,107448,0,90095,0,98867,0,39142,50953,8772,0,198619,,,,,
2021-07-22,CA,CAA,California,39512223,Report,50181135,44375374,127002,112308,17790445,24945825,1631037,8067,25138815,63.6,47.9,23541278,76.9,41535290,135658,163896,5550901,95.1,9951755,170462,859543,18937447,17698782,57.8,20432540,27132795,2615800,0,7875611,11059376,1616163,2460,7850905,9845580,1608989,2297,2282081,2019962,163256,870,20553610,52,19307771,63.1,4466169,76.5,9689252,33646265,44248253,131510,149143,25060236,74.5,18889472,56.1,20505322,60.9,7875195,11011822,1615850,2455,43406960,,,,,
2021-07-22,CO,COA,Colorado,5758736,Report,7161845,6388375,124365,110934,2634715,3519971,229984,3705,3424639,59.5,49.8,3203699,71.2,5983474,132989,159180,742642,88.2,1428680,169594,850159,2870528,2687974,59.7,2948320,3873225,340300,0,1234900,1634473,226203,1155,1231359,1455487,225104,1128,334197,321238,20802,377,3096731,53.8,2913078,64.7,676614,80.3,1386036,4936061,6368648,129023,145092,3412963,69.1,2862630,58,3088812,62.6,1234887,1626588,226182,1155,6177709,,,,,
2021-07-22,CT,CTA,Connecticut,3565287,Report,4840555,4534381,135769,127181,1737171,2614409,182196,605,2454700,68.8,57.5,2295985,80.9,4240056,149411,170571,603662,95.8,1165816,184979,768045,2050315,1919466,67.6,1969500,2621055,250000,0,824800,1225315,181496,200,824435,1094868,181348,163,223681,323613,18517,45,2231811,62.6,2100814,74,565856,89.8,1136218,3105947,4532757,145938,155848,2453445,79,2049946,66,2231366,71.8,824597,1225149,181420,200,4454647,,,,,
