Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-08-02,US,USA,United States,331996199,Report,400674965,346924345,120687,104496,139225808,193925677,13464026,308834,191818585,57.8,45.7,180762301,70,327519650,126818,155144,49193639,89.9,92383172,168901,732541,151638921,143405659,55.5,165307440,213863775,21484400,19350,63508713,88037361,13286230,87362,63119931,80102110,13192729,86154,20867768,20801578,2112387,38049,164919666,49.7,156500924,60.6,43819783,80.1,92383172,283545812,346573363,122228,141309,191594799,67.6,151512979,53.4,164789813,58.1,63504996,87914014,13283486,87317,346573363,25,,,,
2021-08-02,AK,AKA,Alaska,731545,Report,854805,697609,116849,95361,289148,379829,28451,181,377019,51.5,41.9,352422,63.9,654017,118575,154979,75874,82.8,143067,156207,933315,306772,287884,52.2,366220,429285,59300,0,133851,172877,26403,44,133482,154361,26278,41,40126,28607,2640,22,333175,45.5,314162,57,71395,78,136652,608877,695535,114232,140390,375740,61.7,305981,50.3,332382,54.6,133847,172090,26401,44,652628,,,,,
2021-08-02,AL,ALA,Alabama,4903185,Report,5159890,3603951,105235,73502,1651135,1831644,121168,4,2130309,43.4,31.9,2055060,53.9,3490330,91493,135257,688457,81,1223297,143945,607162,1563441,1523261,39.9,2372900,2505690,281300,0,744930,818292,124003,219,744655,778387,123939,219,312009,246602,32125,138,1687444,34.4,1647200,43.2,590874,69.5,1178439,4186880,3603626,86069,123240,2129981,50.9,1563409,37.3,1687406,40.3,744919,818271,123997,219,3467928,,,,,
2021-08-02,AR,ARA,Arkansas,3017804,Report,3046510,2462767,100951,81608,1127873,1248188,86042,664,1428148,47.3,33.8,1353048,58.4,2345545,101204,131448,421606,80.5,764987,146023,581526,1018893,976956,42.2,1397640,1469970,178900,0,495302,523407,84164,184,494312,482473,83704,171,203599,135872,12969,103,1103057,36.6,1060660,45.8,352543,67.3,729277,2557248,2457739,96109,119132,1424495,55.7,1017574,39.8,1101623,43.1,495295,522096,84049,183,2377822,,,,,
2021-08-02,AS,ASA,American Samoa,55689,Report,55830,52214,100253,93760,12887,38782,545,0,29008,52.1,41.9,25627,59.1,46898,108122,128715,2758,29.2,5163,54716,591670,23309,21383,49.3,15600,39630,600,0,5844,17465,550,0,5831,15552,549,0,1023,1455,25,0,23859,42.8,21932,50.6,2503,26.5,5163,47557,52203,109769,117396,29000,61,23306,49,23856,50.2,5843,17463,550,0,52203,,,,,
2021-08-02,AZ,AZA,Arizona,7278717,Report,8577780,7113423,117847,97729,2987519,3861396,255432,9076,3871584,53.2,41.9,3649894,64.7,6717041,119129,152129,1125841,86,2148804,164202,655476,3052480,2886975,51.2,3564280,4582500,431000,0,1324560,1724960,246520,2960,1324123,1559918,246164,2934,481746,448751,42272,1594,3299000,45.3,3133139,55.6,974363,74.5,2016695,6206060,7112558,114607,138216,3870805,62.4,3052373,49.2,3298663,53.2,1324539,1724875,246290,2959,6659780,,,,,
2021-08-02,BP2,BP2,Bureau of Prisons,0,Report,212310,201062,0,0,82720,109080,9262,0,109034,0,0,109033,0,201061,0,0,3384,0,6473,0,0,90927,90927,0,88940,112770,10600,0,39432,51495,9209,0,39432,51495,9209,0,1535,1513,121,0,100136,0,100136,0,3169,0,6473,0,201061,0,0,109033,0,90927,0,100136,0,39432,51495,9209,0,201061,,,,,
2021-08-02,CA,CAA,California,39512223,Report,51018395,45340695,129121,114751,18050394,25608159,1673443,8699,25726550,65.1,48.9,24015560,78.4,42317748,138214,166631,5599423,95.9,10044457,172050,873885,19304127,17996458,58.8,20746000,27656595,2615800,0,7988504,11312920,1657622,2703,7963662,10030286,1650407,2510,2302741,2041191,167296,940,20961749,53.1,19646865,64.2,4512168,77.3,9780949,33646265,45213208,134378,151632,25647746,76.2,19256022,57.2,20913327,62.2,7988084,11265241,1657305,2697,44364147,,,,,
2021-08-02,CO,COA,Colorado,5758736,Report,7263485,6490299,126130,112704,2659744,3591469,235177,3909,3481702,60.5,50.5,3248559,72.2,6064230,134784,161439,746499,88.6,1436465,170518,862225,2909573,2718274,60.4,2986060,3937125,340300,0,1245464,1662889,231204,1220,1241896,1475188,230094,1190,335375,322905,21293,408,3140777,54.5,2948368,65.5,679981,80.7,1393663,4936061,6470500,131086,147151,3470005,70.3,2901630,58.8,3132813,63.5,1245451,1654959,231183,1220,6277630,,,,,
2021-08-02,CT,CTA,Connecticut,3565287,Report,4940555,4605949,138574,129189,1756169,2662615,186517,648,2500752,70.1,58.2,2332740,82.2,4296377,151396,174095,606961,96.3,1171365,185859,783911,2075817,1938960,68.3,2020000,2670555,250000,0,831876,1243721,185726,220,831502,1107279,185578,179,224640,324687,18923,52,2261543,63.4,2124538,74.9,568302,90.2,1141729,3105947,4604311,148242,159068,2499488,80.5,2075444,66.8,2261094,72.8,831670,1243554,185650,220,4525828,,,,,
