Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-22,US,USA,United States,331996199,Report,468248675,387493716,141040,116716,150295981,221929245,14889245,379245,212545360,64,50.5,198116444,76.7,361439721,139952,181309,51023974,93.3,97434685,178137,856084,167796083,156377230,60.6,186701340,259302885,22225100,19350,67887064,99719200,14676492,105084,67366624,88748227,14552267,103086,21439150,21672203,2241062,45837,182387840,54.9,170770205,66.1,45398253,83,97434685,283545812,387132138,136532,165140,212314591,74.9,167667252,59.1,182254725,64.3,67883084,99593089,14673533,105019,387132138,38,2304098,,,,
2021-09-22,AK,AKA,Alaska,731545,Report,1027135,772176,140406,105554,308683,429682,33461,350,414509,56.7,45.3,383795,69.6,716210,129851,186223,78464,85.7,152090,166059,1121470,331267,306367,55.5,417180,544755,65200,0,139979,191011,31197,63,139598,166499,31062,59,40933,29537,3038,28,362250,49.5,337218,61.1,73536,80.3,145317,608877,769958,126455,168693,413165,67.9,330405,54.3,361386,59.4,139975,190153,31195,63,718944,,,,,,
2021-09-22,AL,ALA,Alabama,4903185,Report,6561280,4439932,133817,90552,1968575,2334306,137009,42,2555237,52.1,38.9,2422663,63.5,4214794,110483,171992,730107,85.9,1334906,157078,772063,1905738,1813057,47.5,2938740,3328740,293800,0,877115,1027290,139195,372,876703,935023,139117,371,334932,262757,34271,241,2043972,41.7,1951214,51.1,632201,74.4,1288294,4186880,4439531,106034,156710,2554851,61,1905688,45.5,2043915,48.8,877104,1027251,139188,372,4291060,,,,,,
2021-09-22,AR,ARA,Arkansas,3017804,Report,3968620,2968412,131507,98363,1294279,1573396,98014,2723,1667496,55.3,41.7,1552608,67,2766328,119359,171235,444863,84.9,826061,157681,757541,1258982,1172721,50.6,1758740,2026080,183800,0,580217,677480,96132,687,579169,592319,95623,666,215805,148905,14085,399,1354516,44.9,1267777,54.7,379194,72.4,788967,2557248,2963192,115874,155191,1663701,65.1,1257615,49.2,1353032,52.9,580210,676122,96015,685,2876192,,,,,,
2021-09-22,AS,ASA,American Samoa,55689,Report,62040,59272,111404,106434,15293,43432,546,1,32921,59.1,47.4,27584,63.6,50280,115919,143032,2831,30,5291,56072,657482,26388,22765,52.5,15600,45840,600,0,6632,19755,554,0,6618,16146,553,0,1055,1476,25,0,26941,48.4,23317,53.8,2556,27.1,5291,47557,59257,124602,130454,32911,69.2,26383,55.5,26936,56.6,6631,19751,554,0,59257,,,,,,
2021-09-22,AZ,AZA,Arizona,7278717,Report,9768630,8105456,134208,111358,3315414,4491094,286126,12822,4278169,58.8,46.7,3981259,70.6,7555933,134007,173249,1158911,88.6,2319289,177230,746476,3401841,3162172,56.1,4002220,5323110,443300,0,1439825,1956146,276685,3926,1439277,1717081,276282,3880,497704,467565,45560,2092,3676582,50.5,3436520,60.9,1012921,77.4,2182771,6206060,8104389,130588,157405,4277235,68.9,3401700,54.8,3676208,59.2,1439801,1956031,276451,3925,7604749,,,,,,
2021-09-22,BP2,BP2,Bureau of Prisons,0,Report,236000,224723,0,0,90417,122899,11407,0,120647,0,0,120645,0,224721,0,0,3517,0,6866,0,0,103569,103569,0,98140,126360,11500,0,43747,59776,11378,0,43747,59776,11377,0,1661,1639,163,0,114901,0,114900,0,3463,0,6866,0,224721,0,0,120645,0,103569,0,114900,0,43747,59776,11377,0,224721,,,,,,
2021-09-22,CA,CAA,California,39512223,Report,57879155,49932474,146484,126372,19211983,28872802,1834890,12799,28059970,71,53.7,25934072,84.7,46098123,150561,189039,5780510,99,10563337,180937,991401,21205800,19504474,63.7,22466720,32733135,2679300,0,8460591,12725381,1822628,3847,8435361,11049621,1815187,3595,2368975,2124381,182605,1235,23012447,58.2,21303764,69.6,4677196,80.1,10291524,33646265,49803130,148020,172023,27979666,83.2,21157354,62.9,22963662,68.3,8460164,12677373,1822286,3839,48873391,,,,,,
2021-09-22,CO,COA,Colorado,5758736,Report,8072555,7075401,140179,122864,2811381,3994177,264998,4845,3746371,65.1,54.3,3472257,77.2,6561463,145836,179421,765363,90.9,1519509,180376,958267,3126415,2889337,64.2,3248380,4470375,353800,0,1297933,1824703,260526,1441,1294297,1591356,259337,1392,341670,333509,23643,505,3384603,58.8,3146382,69.9,699327,83,1475194,4936061,7055297,142934,163542,3734539,75.7,3118333,63.2,3376498,68.4,1297916,1816639,260503,1440,6841557,,,,,,
2021-09-22,CT,CTA,Connecticut,3565287,Report,5566515,4973426,156131,139496,1853366,2915616,203521,923,2691568,75.5,62.4,2489567,87.7,4596314,161965,196153,622692,98.8,1214355,192680,883232,2225165,2054737,72.4,2248960,3061155,256400,0,870818,1353212,202700,323,870430,1183254,202528,254,228797,330623,20290,70,2427053,68.1,2256466,79.5,579780,92,1183959,3105947,4971705,160071,179221,2690240,86.6,2224776,71.6,2426584,78.1,870613,1353030,202620,321,4889404,,,,,,
