Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-30,AK,AKA,Alaska,731545,193150,115268,26403,15757,91794,12548,23320,3188,12.55,3.19,,,
2021-01-30,AL,ALA,Alabama,4903185,659400,342436,13448,6984,288368,5881,53742,1096,5.88,1.1,,,
2021-01-30,AR,ARA,Arkansas,3017804,453700,288651,15034,9565,233935,7752,52118,1727,7.75,1.73,,,
2021-01-30,AS,ASA,American Samoa,55689,18450,9925,33130,17822,8926,16028,997,1790,16.03,1.79,,,
2021-01-30,AZ,AZA,Arizona,7278717,1013375,557369,13922,7658,469916,6456,86990,1195,6.46,1.2,,,
2021-01-30,BP2,BP2,Bureau of Prisons,0,30050,30945,0,0,22486,0,8389,0,0,0,,,
2021-01-30,CA,CAA,California,39512223,5666150,3095781,14340,7835,2563559,6488,524350,1327,6.49,1.33,,,
2021-01-30,CO,COA,Colorado,5758736,813400,545356,14125,9470,423054,7346,118770,2062,7.35,2.06,,,
2021-01-30,CT,CTA,Connecticut,3565287,578600,421191,16229,11814,340886,9561,73706,2067,9.56,2.07,,,
2021-01-30,DC,DCA,District of Columbia,705749,148525,76672,21045,10864,59570,8441,17029,2413,8.44,2.41,,,
2021-01-30,DD2,DD2,Dept of Defense,0,816175,449958,0,0,381304,0,59440,0,0,0,,,
2021-01-30,DE,DEA,Delaware,973764,143775,92509,14765,9500,76980,7905,14956,1536,7.91,1.54,,,
2021-01-30,FL,FLA,Florida,21477737,3396350,1890198,15813,8801,1610425,7498,274211,1277,7.5,1.28,,,
2021-01-30,FM,FMA,Federated States of Micronesia,103643,19400,3965,18718,3826,3933,3795,5,5,3.79,0,,,
2021-01-30,GA,GAA,Georgia,10617423,1449800,856746,13655,8069,729117,6867,109311,1030,6.87,1.03,,,
2021-01-30,GU,GUA,Guam,165768,34300,22454,20692,13545,17784,10728,4499,2714,10.73,2.71,,,
2021-01-30,HI,HIA,Hawaii,1415872,227400,120502,16061,8511,96743,6833,23758,1678,6.83,1.68,,,
2021-01-30,IA,IAA,Iowa,3155070,417900,237874,13245,7539,182537,5786,52324,1658,5.79,1.66,,,
2021-01-30,ID,IDA,Idaho,1787065,221550,114729,12397,6420,93632,5239,20148,1127,5.24,1.13,,,
2021-01-30,IH2,IH2,Indian Health Svc,0,423600,194962,0,0,155066,0,37890,0,0,0,,,
2021-01-30,IL,ILA,Illinois,12671821,1696575,948804,13389,7488,733006,5785,197643,1560,5.78,1.56,,,
2021-01-30,IN,INA,Indiana,6732219,931500,607185,13836,9019,495746,7364,111233,1652,7.36,1.65,,,
2021-01-30,KS,KSA,Kansas,2913314,413350,206520,14188,7089,168343,5778,36738,1261,5.78,1.26,,,
2021-01-30,KY,KYA,Kentucky,4467673,650150,386001,14552,8640,324581,7265,59367,1329,7.27,1.33,,,
2021-01-30,LA,LAA,Louisiana,4648794,648925,420908,13959,9054,355024,7637,65136,1401,7.64,1.4,,,
2021-01-30,MA,MAA,Massachusetts,6892503,1060900,547082,15392,7937,438852,6367,106799,1549,6.37,1.55,,,
2021-01-30,MD,MDA,Maryland,6045680,884650,475780,14633,7870,398387,6590,76905,1272,6.59,1.27,,,
2021-01-30,ME,MEA,Maine,1344212,212125,132067,15781,9825,99468,7400,31055,2310,7.4,2.31,,,
2021-01-30,MH,MHA,Marshall Islands,58413,13600,3992,23282,6834,3723,6374,234,401,6.37,0.4,,,
2021-01-30,MI,MIA,Michigan,9986857,1362600,922423,13644,9236,734903,7359,175117,1753,7.36,1.75,,,
2021-01-30,MN,MNA,Minnesota,5639632,837550,485850,14851,8615,376632,6678,107528,1907,6.68,1.91,,,
2021-01-30,MO,MOA,Missouri,6137428,835400,408441,13612,6655,313161,5102,92389,1505,5.1,1.51,,,
2021-01-30,MP,MPA,Northern Mariana Islands,56882,18650,9733,32787,17111,6671,11728,3058,5376,11.73,5.38,,,
2021-01-30,MS,MSA,Mississippi,2976149,425000,222487,14280,7476,199419,6701,22816,767,6.7,0.77,,,
2021-01-30,MT,MTA,Montana,1068778,141650,99272,13253,9288,75432,7058,23785,2225,7.06,2.23,,,
2021-01-30,NC,NCA,North Carolina,10488084,1423475,898736,13572,8569,762635,7271,135263,1290,7.27,1.29,,,
2021-01-30,ND,NDA,North Dakota,762062,108050,91585,14179,12018,66885,8777,22968,3014,8.78,3.01,,,
2021-01-30,NE,NEA,Nebraska,1934408,288375,167276,14908,8647,125263,6476,41093,2124,6.48,2.12,,,
2021-01-30,NH,NHA,New Hampshire,1359711,217100,123740,15967,9100,96148,7071,27544,2026,7.07,2.03,,,
2021-01-30,NJ,NJA,New Jersey,8882190,1232525,768944,13876,8657,649035,7307,117791,1326,7.31,1.33,,,
2021-01-30,NM,NMA,New Mexico,2096829,317900,248321,15161,11843,195327,9315,50153,2392,9.32,2.39,,,
2021-01-30,NV,NVA,Nevada,3080156,368800,224192,11973,7279,191175,6207,31783,1032,6.21,1.03,,,
2021-01-30,NY,NYA,New York State,19453561,2932775,1791935,15076,9211,1417373,7286,303102,1558,7.29,1.56,,,
2021-01-30,OH,OHA,Ohio,11689100,1553900,911004,13294,7794,759337,6496,150948,1291,6.5,1.29,,,
2021-01-30,OK,OKA,Oklahoma,3956971,594925,410305,15035,10369,339382,8577,68510,1731,8.58,1.73,,,
2021-01-30,OR,ORA,Oregon,4217737,665325,382392,15774,9066,314964,7468,66188,1569,7.47,1.57,,,
2021-01-30,PA,PAA,Pennsylvania,12801989,1976925,1032426,15442,8065,819889,6404,209964,1640,6.4,1.64,,,
2021-01-30,PR,PRA,Puerto Rico,3193694,530950,236060,16625,7391,183630,5750,51159,1602,5.75,1.6,,,
2021-01-30,RI,RIA,Rhode Island,1059361,173225,88094,16352,8316,65668,6199,22401,2115,6.2,2.11,,,
2021-01-30,RP,RPA,Republic of Palau,17907,6000,3110,33506,17368,3109,17362,1,6,17.36,0.01,,,
2021-01-30,SC,SCA,South Carolina,5148714,560150,407860,10879,7922,339544,6595,66286,1287,6.59,1.29,,,
2021-01-30,SD,SDA,South Dakota,884659,130700,102847,14774,11626,74229,8391,28547,3227,8.39,3.23,,,
2021-01-30,TN,TNA,Tennessee,6829174,998875,574142,14627,8407,416716,6102,155936,2283,6.1,2.28,,,
2021-01-30,TX,TXA,Texas,28995881,3659550,2340658,12621,8072,1886813,6507,452040,1559,6.51,1.56,,,
2021-01-30,UT,UTA,Utah,3205958,401375,286501,12520,8937,227616,7100,45874,1431,7.1,1.43,,,
2021-01-30,VA,VAA,Virginia,8535519,1232350,785920,14438,9208,648378,7596,110877,1299,7.6,1.3,,,
2021-01-30,VA2,VA2,Veterans Health,0,1367700,888305,0,0,721252,0,166191,0,0,0,,,
2021-01-30,VI,VIA,Virgin Islands,104680,17075,5967,16312,5700,4898,4679,1069,1021,4.68,1.02,,,
2021-01-30,VT,VTA,Vermont,623989,99750,63777,15986,10221,48473,7768,15213,2438,7.77,2.44,,,
2021-01-30,WA,WAA,Washington,7614893,1031400,643951,13545,8456,524466,6887,108221,1421,6.89,1.42,,,
2021-01-30,WI,WIA,Wisconsin,5822434,795050,450251,13655,7733,375931,6457,71976,1236,6.46,1.24,,,
2021-01-30,WV,WVA,West Virginia,1792147,305200,256401,17030,14307,191225,10670,65165,3636,10.67,3.64,,,
2021-01-30,WY,WYA,Wyoming,578759,85750,49166,14816,8495,41441,7160,7674,1326,7.16,1.33,,,
2021-01-30,US,USA,United States,331996199,49932850,29577902,,,24064165,,5259693,,7.25,1.58,13499942,15977015,100945
2021-01-30,LTC,LTC,Long Term Care,,,3505431,,,,,,,0,0,,,
