Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-17,US,USA,United States,331996199,Report,464315725,383994877,139856,115662,149319792,219521437,14781084,372564,211097597,63.6,50,196858119,76.2,358399363,138775,179786,50897908,93.1,96971689,177290,848894,166081793,154945914,60,186048940,256313535,21933900,19350,67388413,98509241,14570912,103605,66878080,87790666,14448617,101667,21389343,21597249,2235188,45185,180572171,54.4,169219030,65.5,45266965,82.8,96971689,283545812,383634179,135299,163753,210867326,74.4,165953304,58.5,180439431,63.6,67384455,98383468,14567965,103542,383634179,37,2043976,,,,
2021-09-17,AK,AKA,Alaska,731545,Report,1024575,763376,140056,104351,306439,423621,32976,340,411978,56.3,44.6,381619,69.2,708865,128520,185759,78285,85.5,151134,165015,1118680,326258,302390,54.8,415920,544755,63900,0,138784,187211,30726,63,138405,163729,30592,59,40829,29352,3014,27,356784,48.8,332785,60.3,73222,79.9,144401,608877,761202,125017,168273,410640,67.4,325431,53.4,355955,58.5,138780,186388,30724,63,710801,,,,,,
2021-09-17,AL,ALA,Alabama,4903185,Report,6525240,4383430,133082,89400,1944789,2302409,136212,20,2535635,51.7,38.2,2405091,63,4164132,109155,171047,728223,85.7,1327507,156207,767823,1873444,1784513,46.8,2928200,3305340,291700,0,861878,1010289,138388,364,861474,921764,138310,363,333122,261671,34202,235,2010919,41,1921911,50.4,629230,74,1281001,4186880,4383033,104685,155850,2535253,60.6,1873395,44.7,2010863,48,861867,1010251,138381,364,4236226,,,,,,
2021-09-17,AR,ARA,Arkansas,3017804,Report,3925390,2938812,130074,97382,1284555,1555213,96349,2695,1656649,54.9,41.2,1543000,66.6,2740423,118242,169369,443986,84.7,822635,157027,749289,1242451,1158599,50,1749440,1992150,183800,0,574065,667133,94514,684,573021,584377,94005,663,215048,148202,14025,397,1336396,44.3,1252066,54,377672,72.1,785686,2557248,2933596,114717,153501,1652857,64.6,1241084,48.5,1334912,52.2,574058,665775,94397,682,2847253,,,,,,
2021-09-17,AS,ASA,American Samoa,55689,Report,62040,58463,111404,104981,14844,43072,546,1,32390,58.2,46.9,27216,62.7,49695,114571,143032,2821,29.9,5274,55892,657482,26113,22551,52,15600,45840,600,0,6489,19623,554,0,6475,16075,553,0,1051,1473,25,0,26666,47.9,23103,53.3,2549,27,5274,47557,58448,122901,130454,32380,68.1,26108,54.9,26661,56.1,6488,19619,554,0,58448,,,,,,
2021-09-17,AZ,AZA,Arizona,7278717,Report,9711660,8045806,133425,110539,3297666,4451766,284046,12328,4252340,58.4,46.4,3959485,70.2,7505499,133112,172239,1156916,88.4,2311598,176642,742123,3374679,3140093,55.7,3995680,5277480,438500,0,1431077,1937940,274708,3809,1430541,1703944,274307,3764,496742,466301,45347,2032,3647534,50.1,3412556,60.5,1010422,77.2,2175450,6206060,8044750,129627,156487,4251416,68.5,3374543,54.4,3647165,58.8,1431053,1937830,274474,3808,7548304,,,,,,
2021-09-17,BP2,BP2,Bureau of Prisons,0,Report,235180,223756,0,0,90145,122319,11292,0,120229,0,0,120227,0,223754,0,0,3516,0,6851,0,0,103060,103060,0,97720,126360,11100,0,43574,59440,11264,0,43574,59440,11263,0,1661,1636,162,0,114278,0,114277,0,3459,0,6851,0,223754,0,0,120227,0,103060,0,114277,0,43574,59440,11263,0,223754,,,,,,
2021-09-17,CA,CAA,California,39512223,Report,57390915,49458723,145249,125173,19079297,28545356,1821356,12714,27860963,70.5,53.1,25763315,84.1,45688274,149222,187444,5759584,98.7,10497752,179814,983038,20975192,19309102,63.1,22431560,32342355,2617000,0,8394537,12561727,1809354,3838,8369382,10921125,1801932,3589,2359631,2113636,181535,1234,22769456,57.6,21096028,68.9,4656036,79.8,10226697,33646265,49329534,146612,170571,27780770,82.6,20926788,62.2,22720716,67.5,8394110,12513761,1809015,3830,48406854,,,,,,
2021-09-17,CO,COA,Colorado,5758736,Report,8069035,7022748,140118,121949,2792872,3962183,262938,4755,3727679,64.7,53.9,3455643,76.8,6514018,144781,179343,763953,90.7,1508349,179051,957849,3105294,2871280,63.8,3270460,4446975,351600,0,1292551,1809118,258499,1422,1288919,1578828,257310,1373,341046,332481,23507,496,3361590,58.4,3126430,69.5,697530,82.8,1464185,4936061,7002662,141867,163471,3715855,75.3,3097223,62.7,3353496,67.9,1292535,1801064,258476,1421,6790292,,,,,,
2021-09-17,CT,CTA,Connecticut,3565287,Report,5522325,4942639,154891,138632,1845177,2894168,202379,915,2678672,75.1,62,2478488,87.3,4570524,161056,194596,621348,98.6,1210160,192015,876220,2210255,2042967,72,2243100,3027225,252000,0,866833,1342335,201551,318,866446,1175513,201380,251,228485,330119,20185,69,2411037,67.6,2243590,79.1,578858,91.8,1179984,3105947,4940924,159079,177798,2677348,86.2,2209868,71.1,2410570,77.6,866628,1342155,201471,316,4859210,,,,,,
