Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-22,US,USA,United States,331996199,Report,156734555,126509736,47210,38106,60275003,63693721,2406337,134675,82772416,24.9,12.8,82556600,32,126232653,48903,60719,37877241,69.2,60792487,111144,286551,42521057,42461306,16.4,75496800,76983855,4253900,0,20340143,22151082,2390216,29505,20329491,22102009,2387513,29479,11017113,11542034,694503,9524,44910946,13.5,44848494,17.4,23263175,42.5,,,,
2021-03-22,AK,AKA,Alaska,731545,Report,520685,375590,71176,51342,171914,200730,2890,56,230614,31.5,19.7,227350,41.2,370833,67233,94402,64959,70.9,116836,127567,568508,144041,142554,25.8,247100,261885,11700,0,64959,79074,2862,8,64895,77651,2853,8,31548,21712,325,3,146903,20.1,145407,26.4,53588,58.5,,,,
2021-03-22,AL,ALA,Alabama,4903185,Report,2177880,1479271,44418,30170,759251,693102,26918,0,972986,19.8,11,972149,25.5,1478282,38750,57089,495715,58.3,782954,92130,256270,541405,541230,14.2,1093300,1022580,62000,0,276383,264998,27722,24,276361,264845,27720,24,167118,135852,11240,14,569127,11.6,568950,14.9,314224,37,,,,
2021-03-22,AR,ARA,Arkansas,3017804,Report,1466950,1008575,48610,33421,502687,487333,18349,206,677806,22.5,11,676423,29.2,1007098,43453,63295,318692,60.8,484430,92469,280015,330560,330418,14.3,745000,684450,37500,0,165047,165470,18029,43,165027,165348,18010,43,96766,70443,3661,35,348589,11.6,348428,15,170905,32.6,,,,
2021-03-22,AS,ASA,American Samoa,55689,Report,43210,27015,77592,48510,5888,21127,0,0,16916,30.4,18.3,16403,37.8,26228,60382,99477,2134,22.5,3580,37816,456428,10193,9921,22.8,12400,30810,0,0,2200,7993,3,0,2199,7722,3,0,584,917,1,0,10196,18.3,9924,22.8,1502,15.9,,,,
2021-03-22,AZ,AZA,Arizona,7278717,Report,3461245,2942907,47553,40432,1360133,1553435,28307,1032,1835039,25.2,14,1829129,32.4,2932711,52012,61386,879526,67.2,1473588,112605,264493,1022297,1019510,18.1,1662900,1714245,84100,0,461777,560154,26922,366,461716,557428,26888,366,251576,288857,7866,251,1049219,14.4,1046398,18.6,548550,41.9,,,,
2021-03-22,BP2,BP2,Bureau of Prisons,0,Report,86340,89052,0,0,35217,53494,341,0,54486,0,0,54486,0,89052,0,0,2415,0,4017,0,0,34053,34053,0,35500,49140,1700,0,12621,21432,340,0,12621,21432,340,0,658,918,2,0,34393,0,34393,0,1578,0,,,,
2021-03-22,CA,CAA,California,39512223,Report,18875980,15050673,47773,38091,7237957,7590393,221520,803,10070870,25.5,12.4,10038786,32.8,15013151,49034,61651,4301066,73.7,6951476,119071,323323,4882772,4877483,15.9,8991700,9372480,511800,0,2349800,2532857,219708,115,2349033,2528335,219288,115,1334653,1265141,33440,78,5102480,12.9,5096771,16.6,2633312,45.1,,,,
2021-03-22,CO,COA,Colorado,5758736,Report,2684110,2276660,46609,39534,1100640,1126604,48876,540,1428551,24.8,14.4,1425394,31.7,2272718,50514,59657,631019,74.9,1092310,129665,318622,830558,829770,18.4,1319700,1298310,66100,0,392818,437610,47828,130,392746,436894,47761,130,221187,231542,7395,78,878386,15.3,877531,19.5,460202,54.6,,,,
2021-03-22,CT,CTA,Connecticut,3565287,Report,1899395,1658338,53275,46513,743722,875763,38727,126,1079370,30.3,15.8,1077838,38,1655994,58354,66931,507419,80.5,858577,136229,301375,564971,564299,19.9,860200,990795,48400,0,247652,317302,38653,17,247495,316787,38624,17,122794,217137,4440,10,603624,16.9,602923,21.2,344381,54.6,,,,
