Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-02-27,AK,AKA,Alaska,731545,342535,259538,46824,35478,163443,22342,95485,13053,22.4,13,Report,259706,163739,95331,162874,94972,29.5,17.2,551562,62103,258312,46833,,,
2021-02-27,AL,ALA,Alabama,4903185,1402180,931090,28597,18989,628583,12820,300548,6130,13.1,6.3,Report,953147,643208,307868,642987,307847,16.9,8.1,3814879,36756,930853,24401,,,
2021-02-27,AR,ARA,Arkansas,3017804,892660,622665,29580,20633,404883,13416,213974,7090,13.4,7.1,Report,624053,405877,214402,405705,214369,17.5,9.2,2317649,38516,622462,26857,,,
2021-02-27,AS,ASA,American Samoa,55689,29450,20338,52883,36521,12276,22044,8037,14432,22.2,14.5,Report,20458,12354,8079,12172,7994,28,18.4,43437,67799,20071,46207,,,
2021-02-27,AZ,AZA,Arizona,7278717,2148015,1728239,29511,23744,1223520,16810,498106,6843,16.4,6.7,Report,1692586,1195110,490688,1193576,490382,21.2,8.7,5638481,38096,1726138,30614,,,
2021-02-27,BP2,BP2,Bureau of Prisons,0,57155,59234,0,0,36064,0,22939,0,0,0,Report,59234,36064,22939,36062,22938,0,0,0,0,59231,0,,,
2021-02-27,CA,CAA,California,39512223,11587650,8566470,29327,21681,6004784,15197,2506318,6343,15.2,6.3,Report,8552728,5994948,2502426,5991564,2501579,19.6,8.2,30617582,37846,8562171,27965,,,
2021-02-27,CO,COA,Colorado,5758736,1700660,1324715,29532,23004,876943,15228,440500,7649,15.2,7.6,Report,1324522,876958,440259,876602,440151,19.5,9.8,4499217,37799,1324251,29433,,,
2021-02-27,CT,CTA,Connecticut,3565287,1198495,980211,33616,27493,674181,18910,295458,8287,18.8,8.3,Report,978403,671322,296178,670573,295927,23.6,10.4,2837847,42233,979126,34502,,,
2021-02-27,DC,DCA,District of Columbia,705749,284655,184748,40334,26178,120539,17080,63706,9027,11.3,5.4,Report,118318,79693,38247,79687,38246,13.8,6.6,577581,49284,184736,31984,,,
2021-02-27,DD2,DD2,Dept of Defense,0,1434935,957910,0,0,661048,0,286109,0,0,0,Report,957910,661048,286109,660822,286082,0,0,0,0,957657,0,,,
2021-02-27,DE,DEA,Delaware,973764,291815,212739,29968,21847,143880,14776,67915,6974,14.5,6.8,Report,207911,141310,65740,141258,65725,18.3,8.5,770192,37889,212671,27613,,,
2021-02-27,FL,FLA,Florida,21477737,6313255,4822353,29394,22453,3095704,14414,1693485,7885,14.1,7.8,Report,4740684,3039028,1668541,3035967,1668211,17.6,9.7,17247808,36603,4818899,27939,,,
