Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Distributed_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Distributed_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_65Plus_Entity,Census2019_12PlusPop,Administered_12Plus,Admin_Per_100k_12Plus,Distributed_Per_100k_12Plus,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose2_Recip_12Plus,Administered_Dose2_Recip_12PlusPop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_12Plus,Series_Complete_Unk_Manuf_12Plus,Administered_12Plus_Entity,Count_70pct_vacc,additional_doses,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-09-16,US,USA,United States,331996199,Report,462384885,383038403,139274,115374,149044965,218872070,14750931,370437,210700361,63.5,49.9,196503290,76.1,357563820,138451,179039,50849567,93,96837719,177045,845363,165624078,154549535,59.8,185644460,254900175,21820900,19350,67256211,98185371,14541523,103038,66749886,87530881,14420114,101120,21368968,21564480,2232153,44910,180086143,54.2,168802001,65.4,45210512,82.7,96837719,283545812,382677949,134962,163072,210470237,74.2,165495675,58.4,179953502,63.5,67252258,98059688,14538581,102975,382677949,36,1982351,,,,
2021-09-16,AK,AKA,Alaska,731545,Report,1015365,761075,138797,104037,305918,421954,32876,327,411055,56.2,44.5,380849,69,707088,128197,184089,78226,85.4,150866,164722,1108620,325271,301747,54.7,413460,538905,63000,0,138583,186430,30634,60,138204,163291,30501,56,40803,29323,3008,26,355707,48.6,332052,60.2,73160,79.9,144150,608877,758927,124644,166760,409726,67.3,324460,53.3,354894,58.3,138579,185623,30632,60,708718,,,,,,
2021-09-16,AL,ALA,Alabama,4903185,Report,6503890,4359022,132646,88902,1935451,2287676,135882,13,2526998,51.5,37.9,2397301,62.8,4141911,108573,170487,727264,85.6,1323818,155773,765310,1860188,1772563,46.5,2917380,3294810,291700,0,856191,1002750,138067,356,855789,915529,137989,355,332339,261009,34169,228,1997364,40.7,1909662,50.1,627745,73.9,1277354,4186880,4358627,104102,155340,2526617,60.3,1860140,44.4,1997309,47.7,856180,1002713,138060,356,4212132,,,,,,
2021-09-16,AR,ARA,Arkansas,3017804,Report,3911190,2931509,129604,97140,1282052,1550699,96072,2686,1653908,54.8,41,1540592,66.5,2733997,117964,168757,443769,84.7,821772,156862,746578,1238378,1155069,49.8,1739780,1989810,181600,0,572514,664621,94246,682,571470,582408,93737,661,214832,148021,14009,396,1332063,44.1,1248276,53.9,377258,72,784859,2557248,2926294,114431,152945,1650117,64.5,1237011,48.4,1330579,52,572507,663263,94129,680,2840196,,,,,,
2021-09-16,AS,ASA,American Samoa,55689,Report,62040,58463,111404,104981,14844,43072,546,1,32390,58.2,46.9,27216,62.7,49695,114571,143032,2821,29.9,5274,55892,657482,26113,22551,52,15600,45840,600,0,6489,19623,554,0,6475,16075,553,0,1051,1473,25,0,26666,47.9,23103,53.3,2549,27,5274,47557,58448,122901,130454,32380,68.1,26108,54.9,26661,56.1,6488,19619,554,0,58448,,,,,,
2021-09-16,AZ,AZA,Arizona,7278717,Report,9677770,8029150,132960,110310,3292270,4441182,283511,12187,4245213,58.3,46.3,3953393,70.1,7491100,132857,171638,1156275,88.4,2309200,176459,739533,3367348,3133932,55.6,3985580,5257590,434600,0,1428430,1933339,274203,3767,1427896,1700511,273802,3722,496411,465922,45289,2005,3639739,50,3405931,60.4,1009627,77.2,2173164,6206060,8028096,129359,155941,4244291,68.4,3367212,54.3,3639370,58.6,1428406,1933229,273969,3766,7532548,,,,,,
2021-09-16,BP2,BP2,Bureau of Prisons,0,Report,232500,222978,0,0,89952,121766,11260,0,119935,0,0,119933,0,222976,0,0,3516,0,6845,0,0,102583,102583,0,97480,124020,11000,0,43448,59089,11232,0,43448,59089,11231,0,1660,1631,162,0,113769,0,113768,0,3453,0,6845,0,222976,0,0,119933,0,102583,0,113768,0,43448,59089,11231,0,222976,,,,,,
2021-09-16,CA,CAA,California,39512223,Report,57110965,49388334,144540,124995,19062625,28494845,1818181,12683,27829652,70.4,53,25737405,84.1,45628806,149028,186530,5756718,98.6,10489164,179667,978243,20940645,19280067,63,22415160,32079105,2616700,0,8385879,12535964,1806220,3834,8360733,10900865,1798802,3585,2358642,2111711,181287,1232,22731897,57.5,21063985,68.8,4652872,79.7,10218418,33646265,49259163,146403,169739,27749470,82.5,20892248,62.1,22683164,67.4,8385452,12488005,1805881,3826,48339161,,,,,,
2021-09-16,CO,COA,Colorado,5758736,Report,8048295,7011329,139758,121751,2790193,3954131,262281,4724,3723164,64.7,53.8,3451615,76.7,6503693,144552,178882,763543,90.6,1506378,178817,955387,3100914,2867480,63.7,3262040,4439955,346300,0,1291365,1805992,257855,1419,1287735,1576269,256682,1370,340925,332232,23455,495,3356631,58.3,3122056,69.4,697107,82.8,1462255,4936061,6991246,141636,163051,3711341,75.2,3092845,62.7,3348539,67.8,1291349,1797940,257832,1418,6779358,,,,,,
2021-09-16,CT,CTA,Connecticut,3565287,Report,5514155,4930647,154662,138296,1843186,2884477,202072,912,2673489,75,61.8,2473725,87.2,4559670,160674,194308,620963,98.5,1209099,191846,874924,2204513,2037944,71.8,2241080,3021375,251700,0,865767,1337675,201259,317,865380,1171571,201088,251,228367,329932,20159,69,2405018,67.5,2238290,78.9,578527,91.8,1178954,3105947,4928932,158693,177535,2672165,86,2204126,71,2404551,77.4,865562,1337495,201179,315,4847342,,,,,,
